Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_full_2het_group2-group3_process7_05-6-25	Run 4	-8211.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00005, 0.01, 0.36795, 1.00039, 7.06258, 0.00e+00, 9.83641, 3.51129, 0.00e+00, 0.01793, 200.0, 0.99996, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.13809, 0.54928)	44264.01280075501
output_full_2het_group2-group3_process7_05-6-25	Run 3	-8602.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.47696, 1.06769, 0.35859, 0.00e+00, 2.11579, 14.18789, 5.93182, 1.22611, 9.42395, 10.9316, 2.3549, 0.00e+00, 1.69067, 0.00e+00, 0.53885, 0.72605)	13194.93750788374
output_full_2het_group2-group3_process7_05-6-25	Run 5	-16729.91	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.71698, 0.83476, 0.00e+00, 5.3348, 4.18898, 12.20553, 0.00e+00, 0.00e+00, 0.50675, 1.05899, 16.19187, 6.76177, 0.00e+00, 0.01639, 15.0, 0.00e+00, 0.39699, 0.54477)	14139.525700273964
output_full_2het_group1-group4_process8_05-6-25	Run 1	-6017.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01, 1.48973, 0.29971, 113.01199, 6.52293, 0.00e+00, 0.00e+00, 1.92099, 0.4227, 7.41997, 9.26235, 0.33218, 1.97932, 0.00e+00, 4.19424, 0.15726, 0.43875)	16927.667416580534
output_full_2het_group1-group4_process8_05-6-25	Run 3	-6119.82	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.19459, 200.0, 0.49149, 0.13202, 88.63121, 0.00e+00, 12.75973, 3.95545, 0.00e+00, 0.29237, 4.48421, 6.53307, 0.53971, 5.15031, 0.00e+00, 8.60032, 0.91903, 0.50901)	26478.665478868912
output_full_2het_group1-group4_process8_05-6-25	Run 4	-6512.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.16448, 200.0, 0.60146, 4.563, 26.49012, 0.00e+00, 0.35081, 2.78558, 0.0248, 0.06112, 6.4511, 4.02446, 11.66879, 0.00e+00, 0.00e+00, 0.00e+00, 0.76755, 0.49025)	17848.094896358507
output_full_2het_group1-group4_process8_05-6-25	Run 2	-7663.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.63377, 0.13619, 1.16306, 0.69337, 39.45595, 0.0712, 15.0, 1.53209, 0.00e+00, 0.01782, 200.0, 0.9999, 15.0, 0.00e+00, 2.30195, 0.00e+00, 0.38739, 0.59573)	17591.206100368672
output_full_2het_group1-group4_process8_05-6-25	Run 5	-8120.65	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.6695, 1.0, 200.0, 1.00924, 0.4043, 4.43e-19, 1.68424, 0.67728, 10.17294, 17.12846, 0.001, 6.5273, 1.83e-18, 0.38448, 0.18299, 0.5382)	10836.143893874514
output_full_2het_group1-group2_process3_05-6-25	Run 2	-7835.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.27788, 200.0, 0.67272, 10.20895, 5.9845, 0.00e+00, 0.0655, 3.46124, 0.00e+00, 0.00924, 1.80829, 200.0, 0.00e+00, 15.0, 0.00e+00, 14.3376, 0.78719, 0.44849)	16245.14618884178
output_full_2het_group1-group2_process3_05-6-25	Run 4	-7873.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.80757, 200.0, 0.58115, 0.12023, 200.0, 0.00e+00, 11.27372, 3.4082, 0.00012, 0.79793, 11.57, 12.91896, 2.60772, 0.00e+00, 1.56321, 0.08545, 0.61677, 0.52873)	10294.32974691473
output_full_2het_group1-group2_process3_05-6-25	Run 3	-8268.69	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.91966, 0.96252, 13.75997, 0.52665, 1.37883, 0.90403, 0.12814, 1.874, 20.29187, 32.42815, 0.00e+00, 3.17463, 0.00e+00, 1.33038, 1.0, 0.50714)	5261.345192386561
output_full_2het_group1-group2_process3_05-6-25	Run 1	-8458.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.02162, 200.0, 1.30335, 1.0012, 14.19708, 0.00e+00, 0.60614, 0, 0.63709, 2.6451, 29.46487, 40.99173, 0.00e+00, 4.12848, 0.00e+00, 2.4708, 0, 0.548)	3898.4960784018463
output_full_2het_group1-group3_process7_05-6-25	Run 5	-1601.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.47286, 1.217, 1.32777, 16.73104, 11.51867, 0.00e+00, 0.00e+00, 1.19745, 0.00e+00, 5.64729, 4.72349, 27.01417, 15.0, 1.95826, 10.00164, 0.99341, 0.88655, 1.0)	477106.9680291975
output_full_2het_group1-group3_process7_05-6-25	Run 8	-6250.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.14274, 200.0, 0.4526, 0.55359, 200.0, 0.00e+00, 0.00e+00, 3.12023, 0.11975, 0.52381, 7.7083, 8.61084, 8.59201, 0.22105, 15.0, 0.00e+00, 0.96262, 0.44724)	16450.911901327097
output_full_2het_group1-group3_process7_05-6-25	Run 4	-6629.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.96635, 150.90555, 1.76627, 55.24919, 19.30313, 0.00e+00, 5.45215, 0.001, 15.0, 0.02636, 2.26116, 23.25248, 11.87286, 0.399, 0.00e+00, 9.21998, 0.69791, 0.40167)	5267.367783241827
output_full_2het_group1-group3_process7_05-6-25	Run 2	-7322.03	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.98558, 3.12167, 53.94315, 0.60705, 0.16001, 0.06616, 0.95197, 0.69391, 17.10072, 17.15241, 0.00e+00, 3.38022, 0.00e+00, 0.83052, 0.19706, 0.52809)	7672.488122165151
output_full_2het_group1-group3_process7_05-6-25	Run 1	-7407.77	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 1.92393, 0.60967, 200.0, 0.00e+00, 5.10316, 0.84168, 0.00e+00, 1.01084, 20.53267, 19.07099, 0.001, 0.6818, 0.00e+00, 0.46768, 0.80773, 0.27286)	6084.001108092347
output_full_2het_group2-Amil_process8_05-6-25	Run 4	-1370.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.03853, 200.0, 0.70855, 108.92327, 1.87262, 0.00e+00, 0.02497, 2.15313, 0.00e+00, 9.1843, 1.56118, 200.0, 15.0, 0.28373, 4.52023, 0.15063, 0.68311, 0.4652)	351.11078256251466
output_full_2het_group2-Amil_process8_05-6-25	Run 5	-8173.81	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.9383, 200.0, 1.29584, 14.90803, 6.56028, 0.00e+00, 3.13137, 0.001, 15.0, 0.01278, 4.62787, 66.42339, 14.65903, 0.42153, 0.00e+00, 2.33977, 0.71834, 0.23947)	14930.369117276397
output_full_2het_group2-Amil_process8_05-6-25	Run 7	-8420.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.68224, 200.0, 1.07197, 11.41884, 4.67486, 0.00e+00, 0.00e+00, 0.0479, 0.00e+00, 0.33666, 14.08739, 7.88653, 0.40727, 0.00e+00, 2.54764, 0.00e+00, 1.0, 0.51891)	15911.162255995456
output_full_2het_group2-Amil_process8_05-6-25	Run 2	-8695.97	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 35.55642, 1.21487, 0.11978, 83.1063, 14.10141, 0.20356, 0.00e+00, 0.94363, 1.17901, 13.98007, 6.23855, 2.02494, 0.03829, 15.0, 0.00e+00, 0.27345, 0.34998)	15803.745204431574
output_full_2het_group2-Amil_process8_05-6-25	Run 3	-8765.74	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.08112, 12.8316, 1.5731, 21.86483, 9.32462, 0.00e+00, 0.00e+00, 15.0, 0.001, 0.00868, 1.0, 0.99999, 15.0, 0.24879, 15.0, 0.00e+00, 0.33046, 0.35841)	13603.538954999156
output_full_2het_group4-Amil_process7_05-6-25	Run 2	-1430.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.15343, 0.86045, 0.41614, 4.55985, 0.99996, 4.36156, 0.00e+00, 0, 5.92661, 6.83733, 0.93368, 200.0, 14.73987, 0.00e+00, 7.6733, 0, 0.19384, 0.42088)	592.3413882934718
output_full_2het_group4-Amil_process7_05-6-25	Run 6	-1430.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(14.96759, 0.43176, 8.67235, 35.82358, 24.34965, 6.30536, 7.05344, 0.00e+00, 8.3827, 0.02112, 0.44297, 2.95631, 3.33928, 2.61811, 7.21083, 0.00e+00, 0.26072, 0.69691)	3246.5660079135205
output_full_2het_group4-Amil_process7_05-6-25	Run 8	-1431.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.82361, 2.46576, 7.53642, 44.42436, 14.01312, 0.00e+00, 0.00e+00, 0.22461, 0.00e+00, 3.62051, 81.56353, 1.35334, 0.00486, 15.0, 0.00e+00, 15.0, 0.75753, 0.80088)	43.72673170965095
output_full_2het_group4-Amil_process7_05-6-25	Run 7	-1438.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.1569, 200.0, 0.34734, 0.76652, 0.45693, 0.00e+00, 0.4993, 0.00e+00, 0.00e+00, 13.01123, 0.01599, 200.0, 4.50982, 0.57298, 15.0, 0.00e+00, 0.94233, 0.80144)	1103.3760089967593
output_full_2het_group4-Amil_process7_05-6-25	Run 4	-7911.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.68868, 200.0, 1.08931, 15.46263, 4.10686, 0.01568, 2.53899, 1.74e-24, 5.81511, 0.36468, 13.99269, 6.1018, 0.32292, 0.001, 2.60337, 0.06978, 1.0, 0.54562)	18259.322768119815
output_full_2het_group4-Amil_process6_05-6-25	Run 4	-1430.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(14.98277, 0.11903, 0.00174, 1.09647, 1.21113, 0.06906, 8.48006, 0.00e+00, 3.84008, 12.71367, 1.64628, 200.0, 0.00e+00, 14.70973, 0.00197, 4.86831, 0.55453, 0.73479)	17.018302538916174
output_full_2het_group4-Amil_process6_05-6-25	Run 6	-1430.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.33138, 137.34282, 0.88814, 8.96393, 2.94505, 0, 0.44716, 0, 1.69549, 3.94592, 0.21285, 200.0, 0.62071, 15.0, 0, 15.0, 0.55231, 0.11357)	3.679768577884684
output_full_2het_group4-Amil_process6_05-6-25	Run 1	-1430.70	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01003, 185.00164, 5.2199, 199.55255, 200.0, 10.54946, 7.62797, 1.94014, 4.6775, 0.00911, 5.20041, 5.43475, 0.00e+00, 0.37001, 0.00e+00, 3.44359, 0.57758, 0.60365)	3442.969252691234
output_full_2het_group4-Amil_process6_05-6-25	Run 3	-1430.81	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.46695, 4.19242, 10.52419, 9.71031, 3.504, 0.49925, 0.00e+00, 2.58401, 0.00e+00, 4.07685, 0.42414, 200.0, 0.00e+00, 14.43119, 0.00e+00, 15.0, 0.71542, 0.88262)	9.104787520271953
output_full_2het_group4-Amil_process6_05-6-25	Run 8	-6927.36	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.97801, 200.0, 1.38909, 17.45732, 5.39749, 1.46e-14, 3.17e-14, 3.74e-14, 0.001, 0.08842, 12.08201, 5.13128, 0.10932, 1.89596, 0.24775, 11.29852, 0.08329, 0.5593)	16601.80968614029
output_full_2het_group3-group4_process8_05-6-25	Run 7	-1642.09	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.18039, 168.97675, 1.13655, 0.4479, 20.61335, 0, 0, 10.75204, 0.00e+00, 6.22844, 2.22258, 160.45507, 15.0, 0, 5.74916, 0.00026, 0.46797, 0.08371)	4.116945779424307
output_full_2het_group3-group4_process8_05-6-25	Run 3	-5725.09	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.78082, 1.00002, 64.87585, 0.00e+00, 1.45439, 1.36181, 0.00e+00, 1.54713, 15.40554, 23.99866, 0.25921, 7.24734, 0.04985, 4.89242, 0.31293, 0.49145)	7496.688951803684
output_full_2het_group3-group4_process8_05-6-25	Run 6	-6654.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.15392, 0.24023, 0.05158, 4.13968, 6e-05, 0.26953, 6.64901, 0.44382, 1.67036, 8.10708, 17.93488, 0.56713, 8.57543, 0.00e+00, 4.63333, 0.61972, 0.47023)	11584.838693427853
output_full_2het_group3-group4_process8_05-6-25	Run 5	-6691.23	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.18545, 1.01638, 1.02814, 12.33001, 7.8835, 0.89372, 0.00e+00, 0.0379, 2.67414, 0.03726, 2.32406, 43.60406, 15.0, 0.00e+00, 0.00e+00, 0.00e+00, 0.2446, 0.69613)	17375.644942401384
output_full_2het_group3-group4_process8_05-6-25	Run 2	-7969.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01204, 0.00188, 200.0, 0.0117, 15.0, 0.00e+00, 15.0, 1.07534, 2.30053, 11.39495, 21.97851, 0.001, 3.6993, 0.08872, 0.76077, 1.0, 0.28791)	9125.041715002953
output_full_2het_group2-group3_process8_05-6-25	Run 5	-6055.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.63064, 1.77325, 0.45913, 3.79352, 6.14681, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.25618, 21.89628, 22.51314, 6.2183, 0.07599, 5.61158, 0.08791, 0.00046, 0.47108)	6155.496291093023
output_full_2het_group2-group3_process8_05-6-25	Run 6	-6091.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 200.0, 0.48216, 1.98797, 1.001, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 3.51107, 29.00338, 29.49092, 0.05464, 4.78027, 0.07019, 4.18415, 0.69743, 0.52622)	4612.356182156334
output_full_2het_group2-group3_process8_05-6-25	Run 4	-8357.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.324, 0.29333, 0.82997, 0.28417, 4.13447, 3.83063, 15.0, 1.74139, 1.0791, 1.93429, 17.66989, 17.63322, 1.74374, 0.001, 1.81389, 1.57e-21, 0.19369, 0.65472)	7776.8507527672555
output_full_2het_group2-group3_process8_05-6-25	Run 2	-8391.74	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01, 0.34877, 0.41624, 1.0, 2.76e-16, 8.86831, 1.94936, 2.51153, 1.37424, 11.8375, 12.07577, 9.18e-13, 2.67554, 0.001, 2.71077, 0.00348, 0.34846)	11485.537783712522
output_full_2het_group2-group3_process8_05-6-25	Run 1	-8439.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.05938, 0.28431, 0.48669, 0.99991, 7.53306, 2.79e-17, 3.53834, 1.68093, 1.82123, 14.72909, 14.76311, 1.69315, 6.57e-13, 1.75792, 0.001, 0.99897, 0.68648)	9078.733798968851
output_full_2het_group1-group2_process7_05-6-25	Run 4	-1600.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.56218, 87.69124, 10.86493, 20.56772, 1.57913, 4.02172, 0.03942, 0, 0.06367, 5.28105, 154.88376, 62.46303, 15.0, 0.91037, 6.67273, 1.75981, 0.26309, 0.34766)	737.3326864616088
output_full_2het_group1-group2_process7_05-6-25	Run 3	-5895.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(20.9776, 200.0, 0.87902, 0.21461, 19.68035, 12.6828, 0.01708, 0.00e+00, 2.59422, 0.78495, 10.31302, 14.20671, 0.12601, 12.36424, 0.00e+00, 15.0, 0.12111, 0.59224)	10992.38109224618
output_full_2het_group1-group2_process7_05-6-25	Run 1	-5928.47	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.12257, 6.12696, 1.5409, 1.15164, 51.56274, 0.00e+00, 0.00e+00, 0.78531, 1.93518, 1.31258, 19.65869, 21.80066, 2.20583, 0.07689, 5.94228, 0.001, 0.93135, 0.47159)	6672.55490034717
output_full_2het_group1-group2_process7_05-6-25	Run 2	-6560.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.93831, 0.32378, 0.37851, 0.02748, 62.12313, 0.25447, 14.67234, 5.24233, 12.02788, 0.45048, 4.41474, 6.23528, 0.21815, 15.0, 0.17461, 15.0, 0.44042, 0.58154)	24088.131157026837
output_full_2het_group1-group2_process7_05-6-25	Run 5	-9902.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.24644, 0.65246, 0.40219, 0.0593, 200.0, 0.00e+00, 10.44645, 0, 2.16595, 1.2165, 11.91697, 14.43394, 0, 3.37641, 0, 4.30307, 0.01034, 0.49176)	9654.406712234875
output_full_2het_group2-group4_process3_05-6-25	Run 3	-6798.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.23544, 0.70661, 0.16373, 9.48013, 0.43963, 15.0, 1.62503, 1.27e-23, 1.0006, 9.8912, 14.82705, 12.64517, 0.1357, 7.37581, 0.001, 0.17827, 0.43721)	13278.311305668733
output_full_2het_group2-group4_process3_05-6-25	Run 1	-7938.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.96514, 2.25792, 1.0, 17.03459, 0.51502, 3.8612, 0.40838, 0.2114, 4.13249, 38.12328, 55.82998, 0.001, 2.73786, 4.52e-12, 1.63914, 0.1947, 0.51072)	3544.6509594669756
output_full_2het_group2-group4_process3_05-6-25	Run 5	-8047.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 1.48361, 0.82129, 0.98, 0.1015, 0, 8.92637, 8.45745, 0, 0.41165, 2.36933, 4.92171, 0.13959, 13.6253, 0.29026, 1.71375, 0.1114, 0.38226)	44089.09327509588
output_full_2het_group2-group4_process3_05-6-25	Run 4	-8097.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.88248, 2.87031, 0.99776, 1.05877, 0.01201, 0.55788, 7.79388, 1.64337, 12.79596, 20.57052, 1.02e-13, 3.44448, 0.001, 1.80691, 0.23253, 0.44743)	9775.564508635818
output_full_2het_group2-group4_process3_05-6-25	Run 2	-8187.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.96559, 3.09911, 0.70586, 0.85654, 0.00e+00, 1.69511, 15.0, 1.77232, 13.8377, 21.88218, 0.00e+00, 5.14317, 0.00e+00, 2.95089, 0.34033, 0.48901)	9135.101383694311
output_full_2het_group2-Amil_process2_05-6-25	Run 2	-1370.72	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.10179, 3.92052, 3.71269, 9.29731, 200.0, 0.00e+00, 15.0, 0.00e+00, 8.22928, 2.81e-07, 5.10949, 0.28303, 15.0, 8.53764, 11.38437, 7.9302, 0.5407, 1.0)	926.1301222895163
output_full_2het_group2-Amil_process2_05-6-25	Run 4	-1371.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(12.3576, 1.71893, 12.29658, 40.19446, 4.77723, 0.00e+00, 5.24954, 0.00e+00, 10.4783, 1.81701, 0.10522, 6.9271, 2.16573, 7.3556, 0.00e+00, 0.00e+00, 0.81258, 0.49894)	4.404351367762177
output_full_2het_group2-Amil_process2_05-6-25	Run 5	-8295.91	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.74358, 200.0, 1.00753, 12.80597, 5.32992, 3.97303, 0.00083, 15.0, 0.00e+00, 0.00706, 2.01851, 19.71157, 0.00e+00, 15.0, 0.00e+00, 15.0, 0.27817, 0.62816)	18208.748628537523
output_full_2het_group2-Amil_process2_05-6-25	Run 7	-8434.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.77103, 13.60673, 1.14075, 11.48801, 7.07276, 1.22505, 0, 12.9467, 0.00e+00, 0.01014, 200.0, 1.99515, 12.34403, 0.00e+00, 12.9537, 0.19317, 0.30124, 0.35644)	17551.072111524467
output_full_2het_group2-Amil_process2_05-6-25	Run 1	-8613.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.86694, 0.17672, 22.85033, 0.00e+00, 8.15884, 0.89838, 0.00e+00, 1.14496, 12.13946, 6.05519, 0.04105, 2.90105, 0.001, 15.0, 0.69508, 0.6727)	17199.886583951356
output_full_2het_group1-group3_process3_05-6-25	Run 4	-6178.08	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 1.31775, 0.42704, 41.89444, 0.00e+00, 7.82388, 1.33054, 0.00e+00, 1.01663, 16.21982, 18.29272, 6.40527, 0.11062, 7.55642, 0.001, 0.82706, 0.41649)	7829.309908789465
output_full_2het_group1-group3_process3_05-6-25	Run 1	-6487.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.53101, 200.0, 1.17648, 20.50219, 15.65725, 0.001, 4.23409, 6.78e-22, 4.92625, 0.01284, 3.80461, 200.0, 1.05e-22, 14.77005, 0.69967, 15.0, 0.68323, 0.43712)	7359.529161978013
output_full_2het_group1-group3_process3_05-6-25	Run 6	-6720.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00038, 0.01, 0.81049, 0.4618, 24.55992, 15.0, 0.00e+00, 0.00e+00, 2.34438, 0.1056, 11.51431, 4.18132, 0.00e+00, 5.53929, 0.00e+00, 1.45455, 0.60999, 0.47253)	20471.409051901577
