Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_hetsym_group2-group3_process4_25-7-25	Run 6	-4517.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.5228, 11.78008, 1.69886, 25.50125, 25.83647, 0.53095, 0.53591, 0.22488)	5681.226685624714
output_proj_hetsym_group2-group3_process4_25-7-25	Run 4	-4517.38	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.36856, 11.83833, 1.69769, 25.57559, 25.87078, 0.53132, 0.53226, 0.2241)	5683.070911663487
output_proj_hetsym_group2-group3_process4_25-7-25	Run 5	-4517.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.27254, 12.00045, 1.7001, 25.51385, 25.89554, 0.52957, 0.52404, 0.22222)	5678.494828505184
output_proj_hetsym_group2-group3_process4_25-7-25	Run 1	-4517.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.48352, 11.69105, 1.71413, 25.70624, 26.09932, 0.52342, 0.52429, 0.22164)	5641.358937805414
output_proj_hetsym_group2-group3_process4_25-7-25	Run 3	-4517.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.33878, 11.86071, 1.70782, 25.60994, 26.02729, 0.52315, 0.51943, 0.2217)	5658.3133981610645
output_proj_hetsym_group2-group3_process4_25-7-25	Run 7	-4517.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.23375, 12.02306, 1.70756, 25.60964, 26.02465, 0.52467, 0.51739, 0.22049)	5658.086553617412
output_proj_hetsym_group2-group3_process4_25-7-25	Run 8	-10573.96	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22158, 300.0, 0.693, 7.35327, 3.00047, 0.001, 5.78017, 0.04397)	25368.782049957725
output_proj_hetsym_group3-group4_process8_25-7-25	Run 2	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.4006, 34.66824, 1.37532, 14.38513, 24.88081, 1.51329, 0.4988, 0.18924)	7585.390042699384
output_proj_hetsym_group3-group4_process8_25-7-25	Run 3	-4344.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.39776, 35.33875, 1.36985, 14.34629, 24.7547, 1.5283, 0.50693, 0.19066)	7606.427640767189
output_proj_hetsym_group3-group4_process8_25-7-25	Run 4	-4435.99	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.03997, 300.0, 1.19446, 12.30767, 19.45441, 2.06565, 0.78767, 0.21875)	8474.8535508793
output_proj_hetsym_group3-group4_process8_25-7-25	Run 6	-4494.87	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.44969, 288.98508, 1.13334, 11.15908, 19.26081, 2.61126, 0.71121, 0.23076)	8811.043120453165
output_proj_hetsym_group3-group4_process8_25-7-25	Run 7	-4597.17	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.64651, 36.78749, 1.42408, 14.14238, 29.09464, 1.03553, 0.05518, 0.02915)	7382.091855374598
output_proj_hetsym_group3-group4_process8_25-7-25	Run 5	-4597.59	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.70025, 36.32693, 1.45529, 14.50969, 29.61869, 1.00492, 0.05671, 0.02987)	7249.661130057617
output_proj_hetsym_group3-group4_process8_25-7-25	Run 8	-7212.22	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.05317, 2.75554, 9.82402, 32.23024, 1.72638, 0.001, 0.04428)	7419.049297935715
output_proj_hetsym_group3-group4_process8_25-7-25	Run 1	-9846.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.70687, 300.0, 3.20931, 34.38359, 21.4729, 0.001, 1.30865, 0.07697)	5920.095907338813
output_proj_hetsym_group1-group2_process6_25-7-25	Run 4	-4911.19	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.15832, 15.27518, 1.99767, 26.20777, 25.01788, 0.13975, 0.53178, 0.15646)	5155.635186259294
output_proj_hetsym_group1-group2_process6_25-7-25	Run 2	-4911.19	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.15255, 15.25169, 1.98911, 26.11512, 24.89426, 0.13938, 0.53546, 0.15594)	5178.4830088867075
output_proj_hetsym_group1-group2_process6_25-7-25	Run 5	-4911.32	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.16063, 15.0495, 2.01472, 26.34661, 25.18044, 0.13701, 0.53007, 0.15504)	5127.471388817655
output_proj_hetsym_group1-group2_process6_25-7-25	Run 7	-4911.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14057, 14.95538, 1.9876, 26.06756, 24.86012, 0.13763, 0.53844, 0.15427)	5193.172601402294
output_proj_hetsym_group1-group2_process6_25-7-25	Run 6	-4911.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14654, 14.98702, 1.9968, 26.17486, 24.98943, 0.13713, 0.5353, 0.15425)	5170.057295369056
output_proj_hetsym_group1-group2_process6_25-7-25	Run 1	-4911.37	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13757, 15.00129, 1.98322, 26.01104, 24.78391, 0.13757, 0.54056, 0.15409)	5204.970821309661
output_proj_hetsym_group1-group2_process6_25-7-25	Run 8	-5967.60	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.90643, 300.0, 0.98163, 15.42661, 16.88763, 2.79847, 0.93714, 0.48911)	7536.868643714062
output_proj_hetsym_group1-group2_process6_25-7-25	Run 3	-9608.28	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.1601, 300.0, 0.4407, 5.57545, 3.00664, 0.001, 6.57554, 0.07936)	27900.96700486845
output_proj_hetsym_group3-group4_process2_25-7-25	Run 6	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.41291, 34.75521, 1.37432, 14.3973, 24.86218, 1.51295, 0.50024, 0.18931)	7587.598251329955
output_proj_hetsym_group3-group4_process2_25-7-25	Run 5	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.38461, 34.31401, 1.37626, 14.42743, 24.90788, 1.50739, 0.49798, 0.1896)	7582.33063672698
output_proj_hetsym_group3-group4_process2_25-7-25	Run 4	-4344.80	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.39789, 34.69948, 1.37461, 14.38878, 24.87957, 1.51106, 0.49871, 0.18904)	7587.144946736162
output_proj_hetsym_group3-group4_process2_25-7-25	Run 1	-4344.80	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.39855, 34.83142, 1.37384, 14.39841, 24.84654, 1.51142, 0.5, 0.18918)	7589.745510179213
output_proj_hetsym_group3-group4_process2_25-7-25	Run 2	-4344.84	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.38978, 34.69754, 1.37583, 14.39971, 24.87399, 1.5056, 0.49799, 0.18873)	7583.499265616395
output_proj_hetsym_group3-group4_process2_25-7-25	Run 3	-4344.84	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.38373, 34.83031, 1.37437, 14.39832, 24.87194, 1.50684, 0.49919, 0.18884)	7587.096558406582
output_proj_hetsym_group3-group4_process2_25-7-25	Run 7	-4450.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.1385, 268.15368, 1.17591, 12.30516, 19.25563, 2.16759, 0.80815, 0.22863)	8568.072782957175
output_proj_hetsym_group3-group4_process2_25-7-25	Run 8	-7225.20	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.09138, 2.72856, 9.68634, 33.17196, 1.77844, 0.001, 0.04724)	7392.897617950619
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 3	-6859.23	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25663, 299.84133, 0.5713, 6.34749, 3.47176, 0.19164, 1.82808, 0.3453)	29279.351274228622
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 5	-6859.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25467, 299.9392, 0.56855, 6.31161, 3.44793, 0.18915, 1.84119, 0.342)	29440.619638322925
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 6	-6884.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.2712, 300.0, 0.5879, 6.58887, 3.63439, 0.21174, 1.79618, 0.37323)	28302.397827414912
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 1	-6958.02	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22197, 300.0, 0.51079, 5.69469, 3.06517, 0.19439, 2.17105, 0.33276)	32454.798215976793
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 8	-7025.05	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.21766, 300.0, 0.48772, 5.55988, 2.94024, 0.20193, 2.33936, 0.33215)	33594.678732195345
output_proj_hetsym_group1-Amil_process5_25-7-25	Run 2	-10027.93	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.32002, 300.0, 0.6026, 7.6999, 5.52614, 1.59985, 0.001, 0.60836)	22749.648937226084
output_proj_hetsym_group1-group2_process7_25-7-25	Run 4	-4911.24	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14704, 14.96263, 1.99216, 26.15727, 24.93567, 0.13821, 0.53557, 0.1555)	5177.523480886919
output_proj_hetsym_group1-group2_process7_25-7-25	Run 7	-4911.36	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.1354, 15.10751, 1.97602, 25.93802, 24.69533, 0.13901, 0.54299, 0.15441)	5219.269903353802
output_proj_hetsym_group1-group2_process7_25-7-25	Run 1	-4911.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.16083, 14.97936, 2.02128, 26.47229, 25.27784, 0.13553, 0.52827, 0.15418)	5113.25645608123
output_proj_hetsym_group1-group2_process7_25-7-25	Run 8	-4911.48	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.12883, 14.98095, 1.96817, 25.83575, 24.59612, 0.13814, 0.54603, 0.15488)	5242.321197299539
output_proj_hetsym_group1-group2_process7_25-7-25	Run 5	-4911.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.12278, 14.94342, 1.95766, 25.73449, 24.45643, 0.13895, 0.54804, 0.15452)	5267.150099869222
output_proj_hetsym_group1-group2_process7_25-7-25	Run 3	-4911.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.1167, 15.05133, 1.94999, 25.62841, 24.36487, 0.1395, 0.55135, 0.15391)	5286.237700423018
output_proj_hetsym_group1-group2_process7_25-7-25	Run 2	-4912.11	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.10801, 14.98272, 1.93103, 25.41976, 24.1294, 0.14029, 0.55891, 0.15455)	5334.853429836479
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 3	-6859.93	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25419, 299.91805, 0.56746, 6.30217, 3.43854, 0.18922, 1.8455, 0.34175)	29491.316805536124
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 8	-6891.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.27966, 300.0, 0.61192, 6.75893, 3.72906, 0.19359, 1.67657, 0.36058)	27520.54781522391
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 4	-6904.63	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.2781, 300.0, 0.60908, 6.79358, 3.75557, 0.20487, 1.72431, 0.37288)	27514.369849329778
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 6	-6957.91	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.29221, 300.0, 0.64719, 6.99255, 3.80166, 0.16743, 1.49142, 0.33192)	26524.3670916656
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 2	-7394.15	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.32029, 300.0, 0.63702, 7.37313, 4.24899, 0.31585, 1.60137, 0.47681)	25333.996375087638
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 7	-10011.58	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.31906, 300.0, 0.59685, 7.53267, 5.55897, 1.66134, 0.001, 0.61486)	22904.63173632581
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 5	-10016.85	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.30475, 300.0, 0.56956, 7.2452, 5.30269, 1.73537, 0.001, 0.61655)	23781.730171692772
output_proj_hetsym_group1-Amil_process4_25-7-25	Run 1	-13972.35	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.35461, 300.0, 0.64652, 6.64147, 3.11191, 0.001, 2.56293, 0.31775)	29449.62083820453
output_proj_hetsym_group2-group3_process2_25-7-25	Run 5	-4517.37	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.33936, 11.88116, 1.70778, 25.62092, 25.99109, 0.52372, 0.52358, 0.22179)	5658.868134362684
output_proj_hetsym_group2-group3_process2_25-7-25	Run 3	-4517.41	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.46554, 11.64436, 1.70552, 25.56442, 25.98723, 0.52805, 0.52847, 0.22324)	5666.8975810016
output_proj_hetsym_group2-group3_process2_25-7-25	Run 6	-4517.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.49775, 11.71083, 1.70484, 25.61744, 25.95439, 0.5212, 0.52697, 0.22248)	5665.118762475036
output_proj_hetsym_group2-group3_process2_25-7-25	Run 4	-4517.47	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.34633, 11.84826, 1.70829, 25.63907, 26.03668, 0.52197, 0.51959, 0.22056)	5656.352836161607
output_proj_hetsym_group2-group3_process2_25-7-25	Run 1	-4517.54	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.23753, 11.95672, 1.71233, 25.66693, 26.09719, 0.52165, 0.51383, 0.22072)	5646.630499447238
output_proj_hetsym_group2-group3_process2_25-7-25	Run 2	-9294.62	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.98686, 300.0, 2.11382, 23.89458, 10.87628, 0.001, 1.7256, 0.08477)	7884.972134848527
output_proj_hetsym_group2-group3_process2_25-7-25	Run 8	-9393.06	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.0, 2.39369, 11.30896, 27.20154, 1.53676, 0.001, 0.07658)	7105.458579063584
output_proj_hetsym_group2-group3_process2_25-7-25	Run 7	-9790.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.54215, 1.35224, 6.33515, 15.08062, 2.79622, 0.001, 0.06763)	12599.842342632448
output_proj_hetsym_group2-group4_process1_25-7-25	Run 1	-4432.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.83049, 25.63547, 1.79635, 23.61712, 34.37541, 0.57792, 0.19758, 0.25566)	5849.840866797904
output_proj_hetsym_group2-group4_process1_25-7-25	Run 5	-4432.68	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.83842, 25.6849, 1.79917, 23.68119, 34.35031, 0.57497, 0.19948, 0.25687)	5843.428912928181
output_proj_hetsym_group2-group4_process1_25-7-25	Run 4	-4432.75	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.79554, 25.70264, 1.79433, 23.59761, 34.34606, 0.57808, 0.1962, 0.25578)	5855.818205462608
output_proj_hetsym_group2-group4_process1_25-7-25	Run 6	-4432.76	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80424, 25.66845, 1.78938, 23.52925, 34.26173, 0.58038, 0.19738, 0.25541)	5869.39395691262
output_proj_hetsym_group2-group4_process1_25-7-25	Run 2	-4432.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.79436, 25.70461, 1.79, 23.54407, 34.26053, 0.58018, 0.19692, 0.25506)	5867.818169146236
output_proj_hetsym_group2-group4_process1_25-7-25	Run 3	-4432.80	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80013, 25.6563, 1.7922, 23.58137, 34.30613, 0.57891, 0.19643, 0.25486)	5861.5851910515385
output_proj_hetsym_group2-group4_process1_25-7-25	Run 7	-4432.94	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.77775, 25.92442, 1.78252, 23.44759, 34.08558, 0.58244, 0.19797, 0.25541)	5888.053034604725
output_proj_hetsym_group2-group4_process1_25-7-25	Run 8	-4433.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.74028, 25.92457, 1.77673, 23.37902, 34.04214, 0.58447, 0.19571, 0.25502)	5903.581977403234
output_proj_hetsym_group1-group2_process2_25-7-25	Run 4	-4911.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14032, 14.94794, 1.98731, 26.06332, 24.846, 0.13733, 0.53951, 0.1551)	5195.073172721378
output_proj_hetsym_group1-group2_process2_25-7-25	Run 5	-4911.35	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14235, 14.97933, 1.98867, 26.09196, 24.89542, 0.13831, 0.53797, 0.15425)	5188.180883867427
output_proj_hetsym_group1-group2_process2_25-7-25	Run 3	-4911.35	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14047, 14.99545, 1.98851, 26.07051, 24.85875, 0.13735, 0.53852, 0.15401)	5191.830127970231
output_proj_hetsym_group1-group2_process2_25-7-25	Run 1	-4911.40	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.15297, 14.94846, 1.99836, 26.22434, 24.97844, 0.13743, 0.5343, 0.15395)	5165.052727560283
output_proj_hetsym_group1-group2_process2_25-7-25	Run 7	-4911.41	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13949, 15.18322, 1.9779, 25.94974, 24.72027, 0.13923, 0.53903, 0.15415)	5211.007449376939
output_proj_hetsym_group1-group2_process2_25-7-25	Run 2	-4911.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14115, 14.87929, 1.98322, 26.03479, 24.79445, 0.13769, 0.54124, 0.1541)	5205.006320787949
output_proj_hetsym_group1-group2_process2_25-7-25	Run 8	-4911.43	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13387, 15.02536, 1.97471, 25.92845, 24.69162, 0.13897, 0.54235, 0.15396)	5222.547706272384
output_proj_hetsym_group1-group2_process2_25-7-25	Run 6	-9760.54	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.14613, 300.0, 0.40791, 5.20313, 2.77484, 0.001, 7.21851, 0.07283)	30069.23555195091
output_proj_hetsym_group2-group4_process2_25-7-25	Run 1	-4432.60	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.81477, 25.74115, 1.79486, 23.60964, 34.29611, 0.58095, 0.19742, 0.25705)	5854.5109503478925
output_proj_hetsym_group2-group4_process2_25-7-25	Run 8	-4432.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.82625, 25.63364, 1.80112, 23.70997, 34.43894, 0.57632, 0.19702, 0.25569)	5836.809766214357
output_proj_hetsym_group2-group4_process2_25-7-25	Run 3	-4432.68	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80171, 25.73634, 1.7895, 23.53451, 34.22556, 0.58183, 0.19731, 0.25667)	5869.382791402769
output_proj_hetsym_group2-group4_process2_25-7-25	Run 4	-4432.72	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.79755, 25.63909, 1.79139, 23.56352, 34.30327, 0.58119, 0.19591, 0.25621)	5863.889111071404
output_proj_hetsym_group2-group4_process2_25-7-25	Run 7	-4432.83	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80311, 25.58793, 1.79085, 23.55634, 34.28569, 0.57803, 0.19703, 0.25489)	5866.40052429987
output_proj_hetsym_group2-group4_process2_25-7-25	Run 2	-4432.99	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.76957, 25.91279, 1.78105, 23.42623, 34.08482, 0.5835, 0.19702, 0.25614)	5891.839045592135
output_proj_hetsym_group2-group4_process2_25-7-25	Run 6	-4433.24	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.74911, 25.87236, 1.7729, 23.32086, 34.00065, 0.58729, 0.1968, 0.25618)	5914.082308224098
output_proj_hetsym_group2-group4_process2_25-7-25	Run 5	-4464.69	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.47992, 28.69023, 1.60009, 21.12176, 30.30616, 0.67265, 0.22104, 0.26398)	6449.22089052781
output_proj_hetsym_group2-group4_process7_25-7-25	Run 4	-4432.67	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80879, 25.80072, 1.78518, 23.47731, 34.13093, 0.585, 0.20022, 0.25732)	5881.131219298323
output_proj_hetsym_group2-group4_process7_25-7-25	Run 2	-4432.69	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.81074, 25.67074, 1.79469, 23.60796, 34.31837, 0.57826, 0.19737, 0.25537)	5855.396358183991
output_proj_hetsym_group2-group4_process7_25-7-25	Run 8	-4432.69	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80597, 25.58909, 1.7905, 23.55393, 34.27613, 0.58046, 0.19697, 0.25568)	5867.051350256154
output_proj_hetsym_group2-group4_process7_25-7-25	Run 6	-4432.72	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.81671, 25.50581, 1.79112, 23.53332, 34.29864, 0.58029, 0.19737, 0.25644)	5866.450733093454
output_proj_hetsym_group2-group4_process7_25-7-25	Run 3	-4432.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.79264, 25.71556, 1.78681, 23.49166, 34.20649, 0.58213, 0.19706, 0.25649)	5876.865923310804
output_proj_hetsym_group2-group4_process7_25-7-25	Run 5	-4432.86	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.78459, 25.65907, 1.78124, 23.42604, 34.12878, 0.58491, 0.19872, 0.25615)	5892.746416095749
output_proj_hetsym_group2-group4_process7_25-7-25	Run 1	-4432.88	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.77394, 25.7734, 1.78065, 23.4163, 34.115, 0.58545, 0.19797, 0.25696)	5893.598351975309
output_proj_hetsym_group2-group4_process7_25-7-25	Run 7	-4433.16	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.75292, 25.87239, 1.77518, 23.35091, 33.97284, 0.5863, 0.19747, 0.25541)	5909.605550479028
output_proj_hetsym_group1-group2_process3_25-7-25	Run 6	-4911.32	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14578, 14.97598, 1.99302, 26.13936, 24.93027, 0.13721, 0.5369, 0.15426)	5179.454642931091
output_proj_hetsym_group1-group2_process3_25-7-25	Run 3	-4911.34	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14359, 14.92275, 1.98968, 26.12038, 24.89597, 0.13776, 0.53762, 0.15422)	5186.6763255487485
output_proj_hetsym_group1-group2_process3_25-7-25	Run 8	-4911.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13944, 14.9355, 1.98479, 26.02858, 24.80447, 0.13726, 0.54011, 0.15383)	5202.131620231344
output_proj_hetsym_group1-group2_process3_25-7-25	Run 4	-4911.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13781, 14.92645, 1.97762, 25.94713, 24.74777, 0.13793, 0.54064, 0.15442)	5216.40519549937
output_proj_hetsym_group1-group2_process3_25-7-25	Run 7	-4911.53	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.12701, 15.00593, 1.96435, 25.80497, 24.55834, 0.1395, 0.54586, 0.15397)	5248.652250576668
output_proj_hetsym_group1-group2_process3_25-7-25	Run 1	-4911.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.12067, 15.00246, 1.95215, 25.67575, 24.40354, 0.13989, 0.55032, 0.15389)	5279.058147961923
output_proj_hetsym_group1-group2_process3_25-7-25	Run 2	-4911.94	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.11281, 14.96661, 1.93966, 25.55512, 24.27768, 0.13987, 0.55456, 0.15432)	5309.8442288505685
output_proj_hetsym_group1-group2_process3_25-7-25	Run 5	-5985.03	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.93257, 300.0, 0.97127, 15.89808, 16.86148, 3.26359, 1.03536, 0.50285)	7570.265463968544
output_proj_hetsym_group2-group3_process6_25-7-25	Run 4	-4517.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.44107, 11.79377, 1.70364, 25.54978, 25.95334, 0.52648, 0.52694, 0.22297)	5669.007216956441
output_proj_hetsym_group2-group3_process6_25-7-25	Run 8	-4517.34	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.42719, 11.79086, 1.70983, 25.65305, 26.06116, 0.52212, 0.5231, 0.22229)	5651.3963305004045
output_proj_hetsym_group2-group3_process6_25-7-25	Run 6	-4517.36	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.38158, 11.82965, 1.70686, 25.60817, 26.00129, 0.52496, 0.52197, 0.22224)	5660.446121696316
output_proj_hetsym_group2-group3_process6_25-7-25	Run 7	-4517.40	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.40212, 11.87101, 1.71711, 25.69305, 26.14031, 0.52141, 0.51798, 0.2217)	5632.939731286545
output_proj_hetsym_group2-group3_process6_25-7-25	Run 5	-4517.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.28703, 11.91711, 1.70481, 25.57472, 26.00089, 0.52681, 0.51889, 0.22164)	5665.888639037029
output_proj_hetsym_group2-group3_process6_25-7-25	Run 2	-4517.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.24658, 11.98651, 1.71276, 25.65595, 26.11328, 0.52215, 0.51399, 0.2198)	5644.668878558714
output_proj_hetsym_group2-group3_process6_25-7-25	Run 1	-4517.54	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.39009, 11.78, 1.71128, 25.66174, 26.06231, 0.51902, 0.51811, 0.21997)	5649.67822988503
output_proj_hetsym_group1-group2_process1_25-7-25	Run 4	-4911.29	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14003, 15.0575, 1.98453, 26.04012, 24.80085, 0.13764, 0.5407, 0.15528)	5200.242555182925
