Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_hetsc_group1-group2_process5_28-7-25	Run 6	-1332.80	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01, 12.99518, 0.00237, 0.75037, 0.71273, 13.81593, 16.45335, 24.14045, 11.24788, 7.65174, 0.57452)	2.2121788900088715e-05
output_proj_hetsc_group1-group2_process5_28-7-25	Run 4	-3475.91	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.99999, 300.0, 1.07473, 20.89409, 12.87818, 0.53322, 20.7867, 21.47133, 0.41702, 1.40983, 0.26061)	6536.1863789722875
output_proj_hetsc_group1-group2_process5_28-7-25	Run 3	-6554.88	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.06765, 300.0, 0.02312, 0.31668, 300.0, 2.01476, 14.23157, 21.50949, 3.3958, 1.38313, 0.48784)	7003.587705089793
output_proj_hetsc_group1-group2_process5_28-7-25	Run 5	-6584.67	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01136, 300.0, 0.00443, 0.32013, 300.0, 1.94394, 13.80721, 19.06321, 2.51787, 1.90324, 0.47859)	7407.042413746168
output_proj_hetsc_group1-group2_process5_28-7-25	Run 7	-6589.59	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.00982, 300.0, 0.00361, 0.01, 300.0, 2.01263, 15.11622, 21.05223, 10.50847, 12.53137, 0.54569)	7045.211761517742
output_proj_hetsc_group1-group2_process5_28-7-25	Run 2	-6624.23	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01409, 300.0, 0.00534, 0.16958, 300.0, 1.72224, 12.76846, 17.22885, 3.21664, 2.8883, 0.49635)	8188.6229929327465
output_proj_hetsc_group1-group2_process5_28-7-25	Run 8	-6627.40	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.0101, 300.0, 0.00458, 5.73854, 300.0, 1.82545, 13.19066, 17.82845, 1.94694, 1.74041, 0.45434)	7845.740587487435
output_proj_hetsc_group1-group2_process5_28-7-25	Run 1	-6650.03	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01505, 300.0, 0.00318, 0.01711, 300.0, 2.2103, 15.27559, 21.23239, 2.00254, 1.3215, 0.46238)	6641.927121149822
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 4	-4573.08	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.75088, 300.0, 1.04506, 11.43907, 4.73697, 0.31198, 14.3769, 7.88072, 0.43317, 2.57445, 0.47761)	16008.727333414903
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 3	-4665.96	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.68179, 300.0, 0.97939, 11.02079, 4.63457, 0.33636, 13.61465, 7.15642, 0.39341, 2.42038, 0.46543)	16616.500478144095
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 2	-10644.98	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.19342, 300.0, 0.11507, 0.29455, 300.0, 1.31161, 8.9971, 6.11748, 1.74881, 2.74648, 0.6265)	19739.19367324979
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 8	-11253.23	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.05874, 300.0, 0.05359, 1.0, 300.0, 1.09619, 7.54036, 5.27239, 2.86276, 6.91921, 0.64788)	23605.48462007746
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 6	-11331.88	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.03807, 300.0, 0.0315, 0.17626, 300.0, 1.25344, 8.07954, 5.41099, 1.35992, 2.91387, 0.60827)	22044.215249483073
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 5	-11366.60	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.20827, 300.0, 0.02496, 0.03314, 300.0, 1.20298, 7.78705, 5.63104, 5.74048, 13.90314, 0.67539)	22729.61202062612
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 7	-11466.63	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.0219, 300.0, 0.01523, 0.08749, 300.0, 1.38575, 8.35758, 6.16324, 3.35434, 5.79305, 0.6587)	20529.62119795332
output_proj_hetsc_group2-Amil_process5_28-7-25	Run 1	-11616.74	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.02926, 300.0, 0.00683, 0.01047, 300.0, 1.52129, 8.83688, 6.36684, 1.82081, 2.84201, 0.62905)	19339.228669903914
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 3	-4443.01	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.93373, 94.19885, 1.24583, 14.22307, 5.49178, 0.14058, 14.30639, 8.0265, 0.94924, 5.65778, 0.51016)	14895.728322149645
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 1	-4682.17	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.66858, 300.0, 0.96823, 10.62811, 4.52647, 0.33182, 13.39356, 7.12966, 0.38976, 2.53216, 0.46488)	16887.15903518393
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 2	-7193.57	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.24974, 300.0, 0.38661, 1.001, 9.54288, 0.80327, 9.36311, 4.44785, 0.24977, 1.35034, 0.37458)	22699.42431788727
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 8	-9144.82	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.89049, 300.0, 0.16614, 0.11228, 300.0, 0.96969, 7.60263, 4.15227, 0.22826, 1.30054, 0.35465)	25386.662646418168
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 6	-11312.50	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.03673, 0.03856, 300.0, 1.40005, 8.73929, 5.8989, 1.46282, 2.70689, 0.61387)	20229.780868999525
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 4	-11466.84	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.02669, 300.0, 0.01871, 0.11151, 300.0, 1.41829, 8.56214, 6.28466, 3.40918, 5.57042, 0.66077)	20068.625298639156
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 7	-11478.31	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.01214, 0.01364, 300.0, 1.38211, 8.3657, 5.95288, 2.25915, 4.04654, 0.64062)	20734.90246639216
output_proj_hetsc_group2-Amil_process3_28-7-25	Run 5	-12052.14	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01029, 300.0, 0.00768, 0.0687, 300.0, 1.81527, 10.24633, 7.56947, 1.78075, 2.06477, 0.63145)	16600.02711442779
output_proj_hetsc_group1-group4_process6_28-7-25	Run 4	-4107.92	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.16295, 300.0, 1.0702, 12.2526, 18.03577, 0.46219, 19.72136, 25.62802, 0.71234, 1.20597, 0.25659)	7612.832054751178
output_proj_hetsc_group1-group4_process6_28-7-25	Run 8	-4139.69	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.29944, 300.0, 1.06837, 11.18799, 20.80226, 0.4086, 19.20039, 24.33647, 1.01622, 1.06396, 0.28043)	7556.247861837501
output_proj_hetsc_group1-group4_process6_28-7-25	Run 7	-4327.75	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.07244, 300.0, 0.92237, 7.16562, 21.45677, 0.57183, 18.48438, 23.75587, 0.82077, 0.69671, 0.24995)	7835.795714510768
output_proj_hetsc_group1-group4_process6_28-7-25	Run 1	-6826.20	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.55426, 1.16874, 74.09949, 1.10297, 12.45539, 24.50973, 3.43421, 0.00e+00, 0.45779)	8020.605082169924
output_proj_hetsc_group1-group4_process6_28-7-25	Run 6	-8057.68	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.01063, 0.03405, 300.0, 2.0554, 10.17478, 26.01178, 4.25836, 0.47709, 0.45643)	8339.771257280265
output_proj_hetsc_group1-group4_process6_28-7-25	Run 3	-8109.89	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01789, 300.0, 0.00533, 1.0002, 300.0, 2.03232, 10.18911, 24.56786, 3.70249, 0.65319, 0.44932)	8464.862597737025
output_proj_hetsc_group1-group4_process6_28-7-25	Run 2	-8117.59	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.00297, 0.01, 300.0, 2.0276, 10.26649, 24.41308, 3.91938, 0.7047, 0.45524)	8492.147682605435
output_proj_hetsc_group1-group4_process6_28-7-25	Run 5	-8378.67	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01, 300.0, 0.00289, 1.00133, 300.0, 2.76215, 13.11919, 36.18989, 3.80136, 0.00e+00, 0.454)	6500.851817942453
output_proj_hetsc_group1-group2_process3_28-7-25	Run 5	-3497.81	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.9267, 300.0, 1.04934, 21.80484, 12.26132, 0.4931, 19.75853, 18.66991, 0.35489, 1.7123, 0.24565)	6880.512115747323
output_proj_hetsc_group1-group2_process3_28-7-25	Run 2	-5947.62	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.34686, 0.73948, 300.0, 1.44007, 15.77915, 20.29237, 3.22382, 1.12593, 0.4997)	7016.945096745563
output_proj_hetsc_group1-group2_process3_28-7-25	Run 7	-5954.96	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(2.83498, 300.0, 0.3673, 1.11836, 300.0, 1.40256, 16.83053, 20.40292, 4.48727, 1.44284, 0.52413)	6939.345249160495
output_proj_hetsc_group1-group2_process3_28-7-25	Run 1	-5961.31	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(5.81789, 300.0, 0.32807, 0.80022, 300.0, 1.52268, 15.94976, 20.69748, 3.08877, 1.16493, 0.49629)	6873.088253854033
output_proj_hetsc_group1-group2_process3_28-7-25	Run 6	-6449.02	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.05421, 0.13539, 300.0, 1.90373, 15.47934, 21.23853, 11.24902, 14.89713, 0.54778)	7093.308814733265
output_proj_hetsc_group1-group2_process3_28-7-25	Run 4	-6558.84	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.02324, 0.04955, 300.0, 1.93747, 14.3221, 19.11516, 1.73047, 1.46212, 0.4475)	7327.590607965236
output_proj_hetsc_group1-group2_process3_28-7-25	Run 3	-6590.55	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.0119, 300.0, 0.0045, 0.45755, 300.0, 1.75385, 12.50082, 18.54571, 4.88089, 2.81635, 0.51224)	7996.3799032864545
output_proj_hetsc_group1-group2_process3_28-7-25	Run 8	-6614.50	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.00393, 0.0101, 300.0, 2.12388, 14.19802, 22.60934, 4.05006, 1.28018, 0.49751)	6825.5657038987565
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 4	-958.86	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01646, 49.1395, 0.00728, 4.08749, 2.94224, 10.33062, 7.24968, 73.86834, 5.74986, 15.0, 0.90158)	698.9623023577535
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 6	-4529.41	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.77497, 300.0, 1.07433, 12.0146, 4.84305, 0.28936, 14.5525, 7.9196, 0.4614, 2.79553, 0.48247)	15798.023104062511
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 1	-4609.99	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.73578, 300.0, 1.04666, 11.77487, 4.63668, 0.33512, 14.07406, 8.15285, 0.39472, 2.40792, 0.47126)	15873.951916784255
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 5	-4638.26	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.72394, 300.0, 1.03053, 11.00967, 4.7381, 0.34212, 14.47178, 7.62422, 0.37718, 2.34759, 0.4613)	16041.478785013587
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 3	-4751.74	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.6476, 300.0, 0.92853, 10.47085, 4.48692, 0.35506, 12.90315, 6.93142, 0.37557, 2.31446, 0.46421)	17140.99267905834
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 7	-4875.38	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.61443, 300.0, 0.9071, 10.27487, 4.61069, 0.38621, 12.34238, 6.32196, 0.3476, 2.18969, 0.45035)	17320.67224158363
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 8	-7262.07	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.46038, 300.0, 0.62293, 1.001, 6.99171, 1.16307, 13.11952, 6.66018, 0.20706, 0.80582, 0.38515)	16310.275745081159
output_proj_hetsc_group2-Amil_process7_28-7-25	Run 2	-7390.87	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.19596, 300.0, 0.32082, 1.0, 11.0473, 0.72679, 8.29575, 4.0117, 0.26741, 1.58226, 0.37573)	25151.01343891734
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 6	-4784.80	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.76594, 300.0, 1.09697, 14.13198, 4.33932, 0.35648, 15.41109, 6.33598, 0.34218, 2.29196, 0.42161)	18044.184615066795
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 5	-4954.09	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.66194, 300.0, 0.98291, 13.73502, 4.02104, 0.41655, 13.95472, 5.88157, 0.27667, 2.03586, 0.39865)	19095.85477798848
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 4	-5047.05	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.73086, 300.0, 1.10413, 12.80206, 4.52454, 0.51427, 16.7604, 6.50818, 0.22997, 1.64388, 0.3884)	17121.993344263094
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 8	-5271.45	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.15314, 8.48135, 1.55699, 20.15488, 8.68588, 0.0546, 8.90296, 1.8223, 2.17076, 14.48401, 0.45604)	15208.712557898885
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 3	-7673.99	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.22716, 300.0, 0.36405, 1.0, 8.96536, 0.86259, 10.0698, 3.96428, 0.22792, 1.3145, 0.32862)	26498.401613021597
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 2	-10546.86	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.02486, 300.0, 0.01979, 0.02279, 300.0, 0.74774, 5.87694, 2.55358, 0.21913, 1.94271, 0.28394)	41313.895225285334
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 7	-12652.26	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.19994, 300.0, 0.00987, 0.01063, 300.0, 1.21811, 8.56312, 4.50309, 1.08687, 2.69572, 0.57274)	27032.696631381525
output_proj_hetsc_group4-Amil_process1_28-7-25	Run 1	-12757.02	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.02625, 300.0, 0.00707, 0.01065, 300.0, 1.46347, 9.79865, 5.35049, 1.06835, 2.05782, 0.57336)	23277.563036832187
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 5	-968.73	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 0.01607, 0.01751, 1.99332, 1.79184, 8.09606, 2.74484, 194.02954, 6.12437, 8.82323, 0.48467)	137.33606939362912
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 3	-4872.19	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.65951, 300.0, 0.95441, 9.97922, 4.62454, 0.41457, 13.38669, 6.53712, 0.32499, 2.001, 0.44142)	17649.489175098694
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 2	-4960.38	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.62734, 300.0, 0.91862, 9.94024, 4.52464, 0.44307, 12.66292, 6.47693, 0.31156, 1.82083, 0.43295)	17897.832579233836
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 8	-4994.10	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.58327, 300.0, 0.87243, 11.30029, 4.20335, 0.40315, 11.21359, 6.25701, 0.32496, 2.09366, 0.43253)	18800.4022789005
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 4	-9867.35	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.00009, 300.0, 0.5095, 0.5422, 300.0, 1.06681, 11.22078, 7.57665, 1.03704, 0.001, 0.50432)	16987.770853760674
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 7	-11730.58	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01395, 300.0, 0.00933, 0.02729, 300.0, 1.50881, 8.66127, 6.04774, 0.95909, 1.49339, 0.57372)	20853.73824917891
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 1	-12098.99	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01304, 300.0, 0.00459, 0.01, 300.0, 1.58553, 9.16706, 6.62295, 2.83207, 3.72736, 0.65691)	19776.4683163757
output_proj_hetsc_group3-Amil_process1_28-7-25	Run 6	-12128.19	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01909, 300.0, 0.00557, 0.01004, 300.0, 1.74086, 9.80089, 6.76939, 1.47485, 1.92942, 0.62144)	18525.619708076876
output_proj_hetsc_group1-group2_process8_28-7-25	Run 7	-3465.96	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.0, 300.0, 1.09783, 21.00279, 13.15032, 0.5085, 21.02317, 21.30834, 0.40556, 1.5201, 0.2601)	6526.4982118075495
output_proj_hetsc_group1-group2_process8_28-7-25	Run 4	-5940.42	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(3.52844, 300.0, 0.37017, 1.0, 300.0, 1.40527, 16.21145, 20.39776, 3.38483, 1.13913, 0.50507)	6946.927898701639
output_proj_hetsc_group1-group2_process8_28-7-25	Run 8	-5950.50	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(3.16243, 300.0, 0.35894, 1.0, 300.0, 1.47561, 16.25992, 20.86024, 3.09442, 1.10799, 0.49831)	6813.097542425419
output_proj_hetsc_group1-group2_process8_28-7-25	Run 3	-6021.60	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.29186, 0.66729, 300.0, 1.56393, 16.74026, 22.26066, 6.35298, 1.306, 0.53919)	6875.124741640536
output_proj_hetsc_group1-group2_process8_28-7-25	Run 2	-6135.46	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(300.0, 300.0, 0.52622, 1.00092, 13.99521, 1.79926, 19.60696, 28.30555, 1.36708, 0.54892, 0.44075)	5580.135694876755
output_proj_hetsc_group1-group2_process8_28-7-25	Run 6	-6551.47	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.03442, 300.0, 0.01224, 0.3033, 300.0, 1.94346, 13.56961, 20.0399, 3.44987, 1.8359, 0.49482)	7321.069614123779
output_proj_hetsc_group1-group2_process8_28-7-25	Run 5	-6591.67	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01, 300.0, 0.00368, 0.09714, 300.0, 1.76784, 12.60989, 18.25499, 3.5398, 2.32517, 0.49537)	7984.351419629383
output_proj_hetsc_group1-group2_process8_28-7-25	Run 1	-6600.41	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01069, 300.0, 0.00333, 0.05098, 300.0, 2.09717, 14.56317, 21.3174, 3.62984, 1.70801, 0.49942)	6894.164041769163
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 5	-4787.29	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.75442, 300.0, 1.0792, 15.08466, 4.27305, 0.35017, 14.36539, 6.19968, 0.34918, 2.3669, 0.42045)	18267.02809208516
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 4	-4866.88	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.70383, 300.0, 1.02058, 14.90216, 3.87202, 0.36209, 13.4894, 6.15158, 0.31708, 2.3276, 0.40985)	19024.39707291446
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 7	-5002.74	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.70645, 300.0, 1.05924, 13.13217, 4.37852, 0.48457, 15.55058, 6.51368, 0.25944, 1.71903, 0.39673)	17706.391852521097
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 2	-5045.34	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.00126, 106.65325, 1.341, 17.03775, 5.1923, 0.05536, 10.71244, 4.18241, 2.24602, 14.2764, 0.48083)	17194.9879040536
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 6	-5098.75	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.0, 236.44679, 1.358, 22.76683, 5.14521, 0.05346, 4.90397, 3.57968, 2.32772, 14.76194, 0.46863)	16893.47813859023
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 8	-7639.45	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.1897, 300.0, 0.31278, 1.717, 7.51915, 0.76397, 9.43478, 3.57354, 0.22816, 1.51463, 0.33005)	28632.71751413118
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 3	-9101.81	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.0, 300.0, 0.26071, 0.18031, 300.0, 0.98516, 8.76181, 3.60101, 0.21093, 1.37238, 0.30905)	28465.061473454163
output_proj_hetsc_group4-Amil_process7_28-7-25	Run 1	-16736.84	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.03726, 300.0, 0.07165, 2.31302, 300.0, 0.43834, 4.20199, 1.0, 0.001, 5.33734, 0.17001)	65206.02125032146
output_proj_hetsc_group1-group4_process2_28-7-25	Run 5	-4149.46	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.16465, 300.0, 1.06091, 10.5815, 19.96749, 0.49717, 20.11035, 24.18027, 0.73886, 1.02355, 0.25515)	7516.723943531614
output_proj_hetsc_group1-group4_process2_28-7-25	Run 3	-4169.55	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(1.31039, 300.0, 1.07678, 10.38527, 19.91035, 0.48403, 19.97909, 28.01179, 0.89324, 0.8475, 0.27128)	7313.275272062016
output_proj_hetsc_group1-group4_process2_28-7-25	Run 1	-8078.68	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.02862, 300.0, 0.0073, 0.16881, 300.0, 2.26059, 10.67165, 28.4813, 3.99857, 0.31286, 0.45273)	7745.833936891169
output_proj_hetsc_group1-group4_process2_28-7-25	Run 4	-8086.66	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.12568, 300.0, 0.00279, 0.01, 300.0, 2.30098, 10.88496, 29.08939, 3.70495, 0.2556, 0.44518)	7635.599075438324
output_proj_hetsc_group1-group4_process2_28-7-25	Run 6	-8139.80	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01, 300.0, 0.0016, 0.01024, 300.0, 2.1728, 10.19329, 29.2179, 4.52146, 0.001, 0.4507)	8063.5749546918305
output_proj_hetsc_group1-group4_process2_28-7-25	Run 2	-8167.80	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.17946, 300.0, 0.00401, 0.01405, 300.0, 2.0611, 10.60127, 27.96264, 5.61517, 0.001, 0.47888)	8374.996677070969
output_proj_hetsc_group1-group4_process2_28-7-25	Run 7	-8203.67	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.01032, 300.0, 0.00356, 1.00004, 300.0, 1.95756, 9.23972, 23.66431, 2.86835, 0.51581, 0.40584)	8815.42853549499
output_proj_hetsc_group1-group4_process2_28-7-25	Run 8	-8275.21	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.0108, 300.0, 0.00279, 0.07807, 300.0, 2.65762, 11.34785, 34.39368, 3.49147, 9.65e-15, 0.43573)	6820.380994407247
output_proj_hetsc_group3-Amil_process7_28-7-25	Run 6	-4711.50	(nu_1, nu_2, t1, nu11, nu12, t2, nu21, nu22, me2_12, me2_21, P2)	(0.73348, 300.0, 1.03507, 11.7859, 4.73052, 0.31988, 13.18054, 6.96225, 0.41145, 2.50226, 0.45673)	17213.789284828294
