Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG2-AL1	sec_cont	-310.11	634.22	147.4968295675218	565.0	400.88	45
AG2-AL1	sec_cont	-311.08	636.16	138.88197049543643	532.0	440.62	46
AG2-AL1	sec_cont	-297.34	608.68	149.5852802516637	573.0	372.48	47
AG2-AL1	sec_cont	-310.1	634.2	142.27570285716703	545.0	412.1	48
AG2-AL1	sec_cont	-331.93	677.86	155.8506323040894	597.0	541.99	49
AG2-AL1	sec_cont	-325.22	664.44	154.28429429098298	591.0	480.5	50
AG2-AL1	sec_cont	-321.48	656.96	139.1430268309542	533.0	542.83	51
AG2-AL1	sec_cont	-306.43	626.86	135.22718179818813	518.0	404.6	52
AG2-AL1	sec_cont	-306.17	626.34	146.1915478899331	560.0	388.6	53
AG2-AL1	sec_cont	-307.95	629.9	144.88626621234442	555.0	422.88	54
AG2-AL1	sec_cont	-295.76	605.52	146.9747168964863	563.0	395.12	55
AG2-AL1	sec_cont	-282.58	579.16	140.97042117957835	540.0	322.59	56
AG2-AL1	sec_cont	-294.82	603.64	142.53675919268477	546.0	364.2	57
AG2-AL1	sec_cont	-277.85	569.7	145.4083788833799	557.0	299.0	58
AG2-AL1	sec_cont	-315.52	645.04	152.4568999423588	584.0	425.15	59
AG2-AL1	sec_cont	-300.31	614.62	139.40408316647193	534.0	363.19	60
AG2-AL1	sec_cont	-295.2	604.4	141.49253385061382	542.0	351.16	61
AG2-AL1	sec_cont	-292.78	599.56	138.35985782440096	530.0	368.61	62
AG2-AL1	sec_cont	-300.2	614.4	156.89485764616035	601.0	332.51	63
AG2-AL1	sec_cont	-322.78	659.56	151.6737309358056	581.0	442.61	64
AG2-AL1	sec_cont	-278.15	570.3	140.97042117957835	540.0	335.08	65
AG2-AL1	sec_cont	-307.63	629.26	140.70936484406062	539.0	435.09	66
AG2-AL1	sec_cont	-302.14	618.28	143.31992819923798	549.0	438.27	67
AG2-AL1	sec_cont	-289.57	593.14	137.31563248233002	526.0	417.94	68
AG2-AL1	sec_cont	-342.34	698.68	145.93049155441537	559.0	512.34	69
AG2-AL1	sec_cont	-322.21	658.42	153.240068948912	587.0	416.69	70
AG2-AL1	sec_cont	-314.88	643.76	145.14732254786216	556.0	423.93	71
AG2-AL1	sec_cont	-320.34	654.68	146.1915478899331	560.0	432.48	72
AG2-AL1	sec_cont	-274.3	562.6	142.7978155282025	547.0	283.44	73
AG2-AL1	sec_cont	-295.81	605.62	144.6252098768267	554.0	387.48	74
AG2-AL1	sec_cont	-286.38	586.76	133.66084378508168	512.0	391.56	75
AG2-AL1	sec_cont	-300.77	615.54	138.88197049543643	532.0	482.89	76
AG2-AL1	sec_cont	-327.48	668.96	135.7492944692236	520.0	491.08	77
AG2-AL1	sec_cont	-298.38	610.76	148.01894223855726	567.0	374.65	78
AG2-AL1	sec_cont	-305.81	625.62	145.14732254786216	556.0	378.36	79
AG2-AL1	sec_cont	-297.59	609.18	143.58098453475571	550.0	361.51	80
AG2-AL1	sec_cont	-307.21	628.42	149.84633658718144	574.0	395.46	81
AG2-AL1	sec_cont	-288.22	590.44	154.02323795546522	590.0	319.77	82
AG2-AL1	sec_cont	-313.8	641.6	150.3684492582169	576.0	454.93	83
AG2-AL1	sec_cont	-316.62	647.24	148.279998574075	568.0	440.9	84
AG2-AL1	sec_cont	-304.19	622.38	148.54105490959273	569.0	375.39	85
AG2-AL1	sec_cont	-286.69	587.38	142.7978155282025	547.0	324.57	86
AG2-AL1	sec_cont	-282.26	578.52	139.66513950198967	535.0	320.89	87
AG2-AL1	sec_cont	-281.32	576.64	139.66513950198967	535.0	291.64	88
AG2-AL1	sec_cont	-337.63	689.26	150.62950559373465	577.0	467.74	89
AG2-AL1	sec_cont	-295.55	605.1	154.54535062650072	592.0	337.32	90
AG2-AL1	sec_cont	-322.47	658.94	142.7978155282025	547.0	524.47	91
AG2-AL1	sec_cont	-310.66	635.32	148.01894223855726	567.0	398.75	92
AG2-AL1	sec_cont	-292.83	599.66	146.71366056096858	562.0	345.49	93
AG2-AL1	sec_cont	-311.65	637.3	154.02323795546522	590.0	385.23	94
AG2-AL1	sec_cont	-319.72	653.44	150.3684492582169	576.0	404.97	95
AG2-AL1	sec_cont	-288.44	590.88	133.66084378508168	512.0	376.88	96
AG2-AL1	sec_cont	-306.71	627.42	157.41697031719582	603.0	400.86	97
AG2-AL1	sec_cont	-312.39	638.78	148.279998574075	568.0	406.79	98
AG2-AL1	sec_cont	-335.25	684.5	155.32851963305393	595.0	492.58	99
