Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL2	anc_mig	-646.8	1307.6	63.71813109730662	840.0	1259.65	0
AG1-AL2	anc_mig	-633.38	1280.76	67.43502207798284	889.0	1166.84	1
AG1-AL2	anc_mig	-656.31	1326.62	61.59419339406306	812.0	1574.33	2
AG1-AL2	anc_mig	-655.93	1325.86	63.7939860152796	841.0	1396.11	3
AG1-AL2	anc_mig	-630.6	1275.2	64.85595486690137	855.0	1235.46	4
AG1-AL2	anc_mig	-638.46	1290.92	61.97346798392798	817.0	1385.3	5
AG1-AL2	anc_mig	-642.51	1299.02	66.22134339041509	873.0	1235.98	6
AG1-AL2	anc_mig	-647.79	1309.58	64.40082535906348	849.0	1489.1	7
AG1-AL2	anc_mig	-688.3	1390.6	63.566421261360645	838.0	1445.13	8
AG1-AL2	anc_mig	-632.98	1279.96	61.4424835581171	810.0	1412.8	9
AG1-AL2	anc_mig	-623.82	1261.64	63.11129175352274	832.0	1220.88	10
AG1-AL2	anc_mig	-618.93	1251.86	64.32497044109049	848.0	1237.82	11
AG1-AL2	anc_mig	-636.35	1286.7	64.62839011298243	852.0	1263.23	12
AG1-AL2	anc_mig	-634.71	1283.42	64.85595486690137	855.0	1173.25	13
AG1-AL2	anc_mig	-635.47	1284.94	64.85595486690137	855.0	1235.94	14
AG1-AL2	anc_mig	-662.95	1339.9	64.93180978487436	856.0	1440.78	15
AG1-AL2	anc_mig	-648.51	1311.02	64.7800999489284	854.0	1289.88	16
AG1-AL2	anc_mig	-652.23	1318.46	65.6903589646042	866.0	1348.77	17
AG1-AL2	anc_mig	-650.17	1314.34	64.24911552311751	847.0	1497.01	18
AG1-AL2	anc_mig	-638.76	1291.52	65.76621388257719	867.0	1491.45	19
AG1-AL2	anc_mig	-666.93	1347.86	64.85595486690137	855.0	1477.39	20
AG1-AL2	anc_mig	-662.92	1339.84	63.566421261360645	838.0	1503.03	21
AG1-AL2	anc_mig	-632.51	1279.02	61.670048312036045	813.0	1226.33	22
AG1-AL2	anc_mig	-699.43	1412.86	69.33139502730744	914.0	1437.7	23
AG1-AL2	anc_mig	-708.95	1431.9	64.62839011298243	852.0	2070.48	24
AG1-AL2	anc_mig	-701.28	1416.56	64.32497044109049	848.0	1518.27	25
AG1-AL2	anc_mig	-651.21	1316.42	63.86984093325258	842.0	1347.27	26
AG1-AL2	anc_mig	-682.76	1379.52	65.46279421068525	863.0	1503.19	27
AG1-AL2	anc_mig	-636.79	1287.58	66.97989257014493	883.0	1180.0	28
AG1-AL2	anc_mig	-620.54	1255.08	63.26300158946871	834.0	1244.87	29
AG1-AL2	anc_mig	-682.98	1379.96	67.35916716000985	888.0	1642.87	30
AG1-AL2	anc_mig	-650.67	1315.34	66.82818273419896	881.0	1292.51	31
AG1-AL2	anc_mig	-619.25	1252.5	64.7800999489284	854.0	1245.33	32
AG1-AL2	anc_mig	-667.87	1349.74	64.7800999489284	854.0	1420.67	33
AG1-AL2	anc_mig	-642.33	1298.66	62.73201716365782	827.0	1348.27	34
AG1-AL2	anc_mig	-624.17	1262.34	64.7800999489284	854.0	1270.91	35
AG1-AL2	anc_mig	-644.08	1302.16	66.22134339041509	873.0	1277.5	36
AG1-AL2	anc_mig	-642.51	1299.02	63.11129175352274	832.0	1226.96	37
AG1-AL2	anc_mig	-682.82	1379.64	66.14548847244211	872.0	1409.5	38
AG1-AL2	anc_mig	-710.33	1434.66	66.60061798028	878.0	1564.79	39
AG1-AL2	anc_mig	-636.93	1287.86	65.23522945676629	860.0	1135.64	40
AG1-AL2	anc_mig	-655.09	1324.18	65.38693929271227	862.0	1298.73	41
AG1-AL2	anc_mig	-648.8	1311.6	65.08351962082033	858.0	1245.86	42
AG1-AL2	anc_mig	-677.31	1368.62	65.84206880055017	868.0	1333.0	43
AG1-AL2	anc_mig	-623.55	1261.1	62.428597491765885	823.0	1380.25	44
AG1-AL2	anc_mig	-642.7	1299.4	62.428597491765885	823.0	1233.95	45
AG1-AL2	anc_mig	-698.65	1411.3	66.75232781622597	880.0	1501.54	46
AG1-AL2	anc_mig	-670.68	1355.36	64.40082535906348	849.0	1540.5	47
AG1-AL2	anc_mig	-686.63	1387.26	68.42113601163163	902.0	1346.46	48
AG1-AL2	anc_mig	-625.43	1264.86	63.26300158946871	834.0	1108.91	49
AG1-AL2	anc_mig	-677.24	1368.48	66.97989257014493	883.0	1469.48	50
AG1-AL2	anc_mig	-602.48	1218.96	62.20103273784694	820.0	1214.8	51
AG1-AL2	anc_mig	-654.41	1322.82	65.6903589646042	866.0	1233.27	52
AG1-AL2	anc_mig	-616.38	1246.76	63.26300158946871	834.0	1131.56	53
AG1-AL2	anc_mig	-634.04	1282.08	63.71813109730662	840.0	1307.25	54
AG1-AL2	anc_mig	-673.85	1361.7	66.90403765217195	882.0	1220.44	55
AG1-AL2	anc_mig	-659.39	1332.78	64.17326060514452	846.0	1249.71	56
AG1-AL2	anc_mig	-677.92	1369.84	69.25554010933445	913.0	1250.37	57
AG1-AL2	anc_mig	-678.17	1370.34	66.97989257014493	883.0	1283.13	58
AG1-AL2	anc_mig	-634.46	1282.92	62.65616224568484	826.0	1139.22	59
AG1-AL2	anc_mig	-671.62	1357.24	65.00766470284735	857.0	1607.31	60
AG1-AL2	anc_mig	-652.27	1318.54	63.566421261360645	838.0	1348.13	61
AG1-AL2	anc_mig	-686.58	1387.16	64.02155076919856	844.0	1602.95	62
AG1-AL2	anc_mig	-669.53	1353.06	66.22134339041509	873.0	1376.44	63
AG1-AL2	anc_mig	-626.0	1266.0	63.03543683554976	831.0	1181.38	64
AG1-AL2	anc_mig	-661.8	1337.6	64.55253519500944	851.0	1298.1	65
AG1-AL2	anc_mig	-671.41	1356.82	63.642276179333635	839.0	1456.4	66
AG1-AL2	anc_mig	-627.89	1269.78	63.3388565074417	835.0	1109.09	67
AG1-AL2	anc_mig	-699.74	1413.48	66.676472898253	879.0	1546.61	68
AG1-AL2	anc_mig	-668.87	1351.74	62.95958191757678	830.0	1373.71	69
AG1-AL2	anc_mig	-645.3	1304.6	69.25554010933445	913.0	1129.34	70
AG1-AL2	anc_mig	-625.68	1265.36	65.61450404663121	865.0	1087.87	71
AG1-AL2	anc_mig	-642.42	1298.84	60.911499132306204	803.0	1299.99	72
AG1-AL2	anc_mig	-673.84	1361.68	64.17326060514452	846.0	1335.81	73
AG1-AL2	anc_mig	-649.85	1313.7	65.15937453879332	859.0	1224.1	74
AG1-AL2	anc_mig	-590.1	1194.2	60.07709503460338	792.0	1165.32	75
AG1-AL2	anc_mig	-666.89	1347.78	64.47668027703645	850.0	1616.15	76
AG1-AL2	anc_mig	-702.7	1419.4	66.06963355446912	871.0	1537.68	77
AG1-AL2	anc_mig	-636.63	1287.26	63.86984093325258	842.0	1113.11	78
AG1-AL2	anc_mig	-671.58	1357.16	64.7042450309554	853.0	1579.62	79
AG1-AL2	anc_mig	-669.19	1352.38	63.3388565074417	835.0	1346.06	80
AG1-AL2	anc_mig	-634.94	1283.88	63.41471142541468	836.0	1186.51	81
AG1-AL2	anc_mig	-652.05	1318.1	62.27688765581992	821.0	1401.05	82
AG1-AL2	anc_mig	-663.87	1341.74	63.03543683554976	831.0	1319.58	83
AG1-AL2	anc_mig	-713.44	1440.88	66.52476306230703	877.0	1617.26	84
AG1-AL2	anc_mig	-604.38	1222.76	61.897613065955	816.0	1161.09	85
AG1-AL2	anc_mig	-668.21	1350.42	65.08351962082033	858.0	1265.53	86
AG1-AL2	anc_mig	-608.22	1230.44	67.05574748811792	884.0	998.36	87
AG1-AL2	anc_mig	-679.39	1372.78	64.24911552311751	847.0	1335.94	88
AG1-AL2	anc_mig	-651.62	1317.24	66.52476306230703	877.0	1325.55	89
AG1-AL2	anc_mig	-631.64	1277.28	60.38051470649532	796.0	1364.67	90
AG1-AL2	anc_mig	-630.17	1274.34	63.71813109730662	840.0	1253.63	91
AG1-AL2	anc_mig	-636.51	1287.02	64.09740568717153	845.0	1187.27	92
AG1-AL2	anc_mig	-658.14	1330.28	64.7042450309554	853.0	1279.33	93
AG1-AL2	anc_mig	-710.12	1434.24	67.20745732406388	886.0	1895.12	94
AG1-AL2	anc_mig	-670.33	1354.66	63.86984093325258	842.0	1554.42	95
AG1-AL2	anc_mig	-690.69	1395.38	66.60061798028	878.0	1623.63	96
AG1-AL2	anc_mig	-646.14	1306.28	63.49056634338766	837.0	1388.42	97
AG1-AL2	anc_mig	-620.99	1255.98	63.642276179333635	839.0	1163.08	98
AG1-AL2	anc_mig	-670.44	1354.88	63.11129175352274	832.0	1442.5	99
