Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL1	anc_mig	-507.96	1029.92	92.4448270796447	882.0	736.16	0
AG1-AL1	anc_mig	-483.71	981.42	88.14750518591973	841.0	638.37	1
AG1-AL1	anc_mig	-505.75	1025.5	94.01701801637336	897.0	713.85	2
AG1-AL1	anc_mig	-495.47	1004.94	88.14750518591973	841.0	725.33	3
AG1-AL1	anc_mig	-511.1	1036.2	92.75926526699043	885.0	756.82	4
AG1-AL1	anc_mig	-488.46	990.92	91.92076343406849	877.0	641.65	5
AG1-AL1	anc_mig	-489.5	993.0	94.8555198492953	905.0	624.48	6
AG1-AL1	anc_mig	-478.74	971.48	86.99456516565205	830.0	599.74	7
AG1-AL1	anc_mig	-505.34	1024.6799999999998	96.95177443160017	925.0	580.3	8
AG1-AL1	anc_mig	-522.44	1058.88	91.711137975838	875.0	761.93	9
AG1-AL1	anc_mig	-531.91	1077.82	92.54963980875995	883.0	813.78	10
AG1-AL1	anc_mig	-484.78	983.56	94.33145620371909	900.0	608.31	11
AG1-AL1	anc_mig	-493.2	1000.4	91.81595070495324	876.0	638.79	12
AG1-AL1	anc_mig	-524.55	1063.1	92.23520162141422	880.0	704.72	13
AG1-AL1	anc_mig	-503.21	1020.42	93.70257982902763	894.0	696.04	14
AG1-AL1	anc_mig	-528.79	1071.58	94.33145620371909	900.0	842.86	15
AG1-AL1	anc_mig	-499.03	1012.06	94.43626893283432	901.0	650.75	16
AG1-AL1	anc_mig	-509.84	1033.6799999999998	98.83840355567455	943.0	678.5	17
AG1-AL1	anc_mig	-487.51	989.02	94.22664347460385	899.0	581.8	18
AG1-AL1	anc_mig	-495.95	1005.9	88.88119428972642	848.0	721.75	19
AG1-AL1	anc_mig	-483.41	980.82	91.18707433026178	870.0	651.5	20
AG1-AL1	anc_mig	-466.68	947.36	93.49295437079714	892.0	491.39	21
AG1-AL1	anc_mig	-484.13	982.26	92.23520162141422	880.0	581.09	22
AG1-AL1	anc_mig	-519.55	1053.1	97.47583807717639	930.0	683.93	23
AG1-AL1	anc_mig	-489.67	993.34	90.13894703910934	860.0	641.62	24
AG1-AL1	anc_mig	-499.55	1013.1	94.22664347460385	899.0	639.7	25
AG1-AL1	anc_mig	-518.12	1050.24	97.05658716071541	926.0	682.59	26
AG1-AL1	anc_mig	-484.4	982.8	97.2662126189459	928.0	583.1	27
AG1-AL1	anc_mig	-491.24	996.48	89.40525793530264	853.0	635.06	28
AG1-AL1	anc_mig	-475.75	965.5	91.29188705937702	871.0	563.74	29
AG1-AL1	anc_mig	-514.92	1043.84	93.9122052872581	896.0	761.77	30
AG1-AL1	anc_mig	-462.64	939.28	93.9122052872581	896.0	578.31	31
AG1-AL1	anc_mig	-470.11	954.22	93.9122052872581	896.0	520.47	32
AG1-AL1	anc_mig	-512.99	1039.98	93.07370345433617	888.0	706.75	33
AG1-AL1	anc_mig	-500.65	1015.3	93.59776709991237	893.0	656.5	34
AG1-AL1	anc_mig	-500.36	1014.72	92.34001435052946	881.0	660.79	35
AG1-AL1	anc_mig	-475.36	964.72	92.02557616318373	878.0	565.75	36
AG1-AL1	anc_mig	-515.39	1044.78	94.1218307454886	898.0	714.1	37
AG1-AL1	anc_mig	-560.15	1134.3	96.42771078602395	920.0	974.31	38
AG1-AL1	anc_mig	-480.45	974.9	92.65445253787519	884.0	577.47	39
AG1-AL1	anc_mig	-503.84	1021.68	95.48439622398676	911.0	678.68	40
AG1-AL1	anc_mig	-465.73	945.46	91.81595070495324	876.0	507.01	41
AG1-AL1	anc_mig	-492.98	999.96	91.50151251760751	873.0	649.15	42
AG1-AL1	anc_mig	-506.33	1026.6599999999999	91.29188705937702	871.0	674.56	43
AG1-AL1	anc_mig	-530.09	1074.18	92.96889072522092	887.0	819.36	44
AG1-AL1	anc_mig	-531.6	1077.2	91.711137975838	875.0	813.77	45
AG1-AL1	anc_mig	-532.89	1079.78	94.8555198492953	905.0	791.79	46
AG1-AL1	anc_mig	-516.26	1046.52	92.34001435052946	881.0	750.2	47
AG1-AL1	anc_mig	-532.44	1078.88	95.589208953102	912.0	788.39	48
AG1-AL1	anc_mig	-484.64	983.28	93.49295437079714	892.0	660.05	49
AG1-AL1	anc_mig	-517.19	1048.38	91.81595070495324	876.0	733.25	50
AG1-AL1	anc_mig	-491.19	996.38	98.52396536832882	940.0	697.44	51
AG1-AL1	anc_mig	-516.45	1046.9	89.3004452061874	852.0	889.27	52
AG1-AL1	anc_mig	-480.03	974.06	92.4448270796447	882.0	569.63	53
AG1-AL1	anc_mig	-520.46	1054.92	92.75926526699043	885.0	731.7	54
AG1-AL1	anc_mig	-486.27	986.54	87.6234415403435	836.0	657.22	55
AG1-AL1	anc_mig	-541.28	1096.56	93.07370345433617	888.0	1093.62	56
AG1-AL1	anc_mig	-515.37	1044.74	91.39669978849227	872.0	743.22	57
AG1-AL1	anc_mig	-493.14	1000.28	91.92076343406849	877.0	662.16	58
AG1-AL1	anc_mig	-509.25	1032.5	93.28332891256665	890.0	707.51	59
AG1-AL1	anc_mig	-530.19	1074.38	97.47583807717639	930.0	669.3	60
AG1-AL1	anc_mig	-486.08	986.16	92.02557616318373	878.0	596.48	61
AG1-AL1	anc_mig	-542.76	1099.52	97.05658716071541	926.0	864.2	62
AG1-AL1	anc_mig	-510.09	1034.1799999999998	92.54963980875995	883.0	717.25	63
AG1-AL1	anc_mig	-462.02	938.04	95.48439622398676	911.0	566.64	64
AG1-AL1	anc_mig	-506.57	1027.1399999999999	91.50151251760751	873.0	724.49	65
AG1-AL1	anc_mig	-522.72	1059.44	92.23520162141422	880.0	829.78	66
AG1-AL1	anc_mig	-506.61	1027.22	97.47583807717639	930.0	735.37	67
AG1-AL1	anc_mig	-526.3	1066.6	96.84696170248493	924.0	697.85	68
AG1-AL1	anc_mig	-500.22	1014.44	94.22664347460385	899.0	666.23	69
AG1-AL1	anc_mig	-506.0	1026.0	94.64589439106481	903.0	695.63	70
AG1-AL1	anc_mig	-494.79	1003.58	97.16139988983066	927.0	662.68	71
AG1-AL1	anc_mig	-493.3	1000.6	92.02557616318373	878.0	650.37	72
AG1-AL1	anc_mig	-495.04	1004.08	92.65445253787519	884.0	652.42	73
AG1-AL1	anc_mig	-508.35	1030.7	91.29188705937702	871.0	799.82	74
AG1-AL1	anc_mig	-501.5	1017.0	90.55819795557032	864.0	736.21	75
AG1-AL1	anc_mig	-485.25	984.5	90.87263614291605	867.0	635.26	76
AG1-AL1	anc_mig	-481.28	976.56	89.61488339353313	855.0	683.89	77
AG1-AL1	anc_mig	-488.09	990.18	94.22664347460385	899.0	633.08	78
AG1-AL1	anc_mig	-492.44	998.88	95.589208953102	912.0	586.34	79
