Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG2-AL2	sec_cont	-441.4	896.8	94.87084904998355	656.0	920.01	24
AG2-AL2	sec_cont	-393.5	801.0	84.6028150826835	585.0	651.56	25
AG2-AL2	sec_cont	-459.28	932.56	92.41230570570045	639.0	1001.68	26
AG2-AL2	sec_cont	-433.81	881.62	86.48287764007647	598.0	895.83	27
AG2-AL2	sec_cont	-382.79	779.58	93.56926727948073	647.0	529.97	28
AG2-AL2	sec_cont	-432.99	879.98	94.43698845981595	653.0	734.26	29
AG2-AL2	sec_cont	-443.48	900.96	94.43698845981595	653.0	827.35	30
AG2-AL2	sec_cont	-434.25	882.5	93.13540668931313	644.0	829.93	31
AG2-AL2	sec_cont	-384.74	783.48	86.91673823024408	601.0	629.02	32
AG2-AL2	sec_cont	-454.18	922.36	93.8585076729258	649.0	871.38	33
AG2-AL2	sec_cont	-412.83	839.66	90.38762295158494	625.0	689.13	34
AG2-AL2	sec_cont	-422.67	859.34	90.38762295158494	625.0	893.41	35
AG2-AL2	sec_cont	-439.27	892.54	96.89553180409905	670.0	824.07	36
AG2-AL2	sec_cont	-398.93	811.86	95.01546924670609	657.0	581.8	37
AG2-AL2	sec_cont	-439.02	892.04	92.41230570570045	639.0	882.62	38
AG2-AL2	sec_cont	-421.97	857.94	93.4246470827582	646.0	754.73	39
AG2-AL2	sec_cont	-377.56	769.12	89.3752815745272	618.0	573.48	40
AG2-AL2	sec_cont	-432.32	878.64	88.79680078763704	614.0	806.34	41
AG2-AL2	sec_cont	-411.65	837.3	93.4246470827582	646.0	662.05	42
AG2-AL2	sec_cont	-464.66	943.32	93.4246470827582	646.0	858.94	43
AG2-AL2	sec_cont	-436.63	887.26	95.30470964015116	659.0	753.97	44
AG2-AL2	sec_cont	-419.68	853.36	89.23066137780465	617.0	801.19	45
AG2-AL2	sec_cont	-444.07	902.14	94.43698845981595	653.0	924.15	46
AG2-AL2	sec_cont	-470.98	955.96	96.60629141065398	668.0	1000.2	47
AG2-AL2	sec_cont	-410.23	834.46	88.79680078763704	614.0	728.5	48
AG2-AL2	sec_cont	-399.38	812.76	90.67686334503001	627.0	692.94	49
AG2-AL2	sec_cont	-460.5	935.0	94.00312786964834	650.0	945.0	50
AG2-AL2	sec_cont	-492.02	998.04	95.8831904270413	663.0	1145.7	51
AG2-AL2	sec_cont	-432.82	879.64	87.92907960730183	608.0	810.29	52
AG2-AL2	sec_cont	-401.74	817.48	90.67686334503001	627.0	747.86	53
AG2-AL2	sec_cont	-384.88	783.76	90.82148354175254	628.0	567.47	54
AG2-AL2	sec_cont	-429.12	872.24	88.50756039419197	612.0	802.05	55
AG2-AL2	sec_cont	-446.19	906.38	93.13540668931313	644.0	1136.12	56
AG2-AL2	sec_cont	-422.84	859.68	93.13540668931313	644.0	741.89	57
AG2-AL2	sec_cont	-413.28	840.56	89.51990177124972	619.0	698.86	58
AG2-AL2	sec_cont	-402.22	818.44	91.25534413192015	631.0	695.2	59
AG2-AL2	sec_cont	-394.17	802.34	89.23066137780465	617.0	660.74	60
AG2-AL2	sec_cont	-415.31	844.62	88.94142098435958	615.0	879.43	61
AG2-AL2	sec_cont	-469.08	952.16	90.38762295158494	625.0	1143.24	62
AG2-AL2	sec_cont	-420.58	855.16	92.2676855089779	638.0	795.7	63
AG2-AL2	sec_cont	-474.75	963.5	91.11072393519763	630.0	961.43	64
AG2-AL2	sec_cont	-436.22	886.44	92.55692590242298	640.0	783.67	65
AG2-AL2	sec_cont	-428.29	870.58	92.12306531225538	637.0	773.86	66
AG2-AL2	sec_cont	-412.88	839.76	89.08604118108212	616.0	759.13	67
AG2-AL2	sec_cont	-379.82	773.64	91.11072393519763	630.0	560.11	68
AG2-AL2	sec_cont	-429.51	873.02	88.36294019746944	611.0	784.51	69
AG2-AL2	sec_cont	-439.74	893.48	89.08604118108212	616.0	1044.36	70
AG2-AL2	sec_cont	-444.18	902.36	92.55692590242298	640.0	843.35	71
AG2-AL2	sec_cont	-436.0	886.0	93.13540668931313	644.0	833.0	72
AG2-AL2	sec_cont	-427.58	869.16	92.2676855089779	638.0	812.7	73
AG2-AL2	sec_cont	-425.75	865.5	92.70154609914552	641.0	781.48	74
AG2-AL2	sec_cont	-444.71	903.42	90.67686334503001	627.0	936.71	75
AG2-AL2	sec_cont	-445.69	905.38	91.8338249188103	635.0	921.17	76
AG2-AL2	sec_cont	-412.26	838.52	89.23066137780465	617.0	694.07	77
AG2-AL2	sec_cont	-440.79	895.58	91.25534413192015	631.0	846.99	78
AG2-AL2	sec_cont	-389.47	792.94	89.51990177124972	619.0	625.73	79
AG2-AL2	sec_cont	-430.38	874.76	91.11072393519763	630.0	754.51	80
AG2-AL2	sec_cont	-442.46	898.92	93.56926727948073	647.0	858.8	81
AG2-AL2	sec_cont	-410.09	834.18	87.78445941057929	607.0	857.04	82
AG2-AL2	sec_cont	-406.07	826.14	91.11072393519763	630.0	591.75	83
AG2-AL2	sec_cont	-386.88	787.76	91.25534413192015	631.0	572.07	84
AG2-AL2	sec_cont	-450.33	914.66	92.99078649259059	643.0	979.6	85
AG2-AL2	sec_cont	-404.31	822.62	94.72622885326102	655.0	606.66	86
AG2-AL2	sec_cont	-418.2	850.4	96.31705101720891	666.0	700.23	87
AG2-AL2	sec_cont	-425.05	864.1	96.60629141065398	668.0	717.01	88
AG2-AL2	sec_cont	-425.83	865.66	91.3999643286427	632.0	731.76	89
AG2-AL2	sec_cont	-411.13	836.26	94.29236826309341	652.0	775.85	90
AG2-AL2	sec_cont	-458.51	931.02	92.84616629586804	642.0	878.63	91
AG2-AL2	sec_cont	-453.47	920.94	91.54458452536522	633.0	894.24	92
AG2-AL2	sec_cont	-437.85	889.7	100.51103672216246	695.0	729.24	93
AG2-AL2	sec_cont	-442.5	899.0	94.14774806637088	651.0	897.06	94
AG2-AL2	sec_cont	-424.8	863.6	92.41230570570045	639.0	705.69	95
AG2-AL2	sec_cont	-425.87	865.74	93.56926727948073	647.0	699.61	96
AG2-AL2	sec_cont	-460.69	935.38	95.30470964015116	659.0	920.81	97
AG2-AL2	sec_cont	-396.95	807.9	89.80914216469479	621.0	657.53	98
AG2-AL2	sec_cont	-448.92	911.84	92.70154609914552	641.0	900.96	99
