Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG2-AL2	anc_mig	-450.27	914.54	68.25650786486631	646.0	972.7	56
AG2-AL2	anc_mig	-421.2	856.4	69.94707152715402	662.0	675.32	57
AG2-AL2	anc_mig	-412.11	838.22	65.50934191364878	620.0	839.17	58
AG2-AL2	anc_mig	-436.07	886.14	66.35462374479263	628.0	866.15	59
AG2-AL2	anc_mig	-450.05	914.1	64.34707939582597	609.0	859.88	60
AG2-AL2	anc_mig	-455.55	925.1	66.56594420257859	630.0	923.42	61
AG2-AL2	anc_mig	-420.27	854.54	69.4187703826891	657.0	735.53	62
AG2-AL2	anc_mig	-413.42	840.84	70.052731756047	663.0	630.52	63
AG2-AL2	anc_mig	-445.51	905.02	68.57348855154525	649.0	843.48	64
AG2-AL2	anc_mig	-428.95	871.9	67.51688626261543	639.0	819.05	65
AG2-AL2	anc_mig	-423.81	861.62	66.88292488925754	633.0	784.0	66
AG2-AL2	anc_mig	-424.55	863.1	65.19236122696984	617.0	819.1	67
AG2-AL2	anc_mig	-464.01	942.02	69.63009084047508	659.0	1029.33	68
AG2-AL2	anc_mig	-404.38	822.76	63.29047710689616	599.0	773.01	69
AG2-AL2	anc_mig	-432.54	879.08	67.41122603372246	638.0	665.32	70
AG2-AL2	anc_mig	-453.6	921.2	69.31311015379613	656.0	830.4	71
AG2-AL2	anc_mig	-451.83	917.66	69.73575106936805	660.0	818.29	72
AG2-AL2	anc_mig	-447.51	909.02	69.4187703826891	657.0	894.04	73
AG2-AL2	anc_mig	-456.64	927.28	69.94707152715402	662.0	931.62	74
AG2-AL2	anc_mig	-425.92	865.84	67.93952717818736	643.0	765.31	75
AG2-AL2	anc_mig	-424.42	862.84	65.72066237143474	622.0	900.62	76
AG2-AL2	anc_mig	-477.68	969.36	71.32065450276278	675.0	1267.64	77
AG2-AL2	anc_mig	-416.34	846.68	69.52443061158209	658.0	649.65	78
AG2-AL2	anc_mig	-441.84	897.68	67.19990557593648	636.0	813.84	79
AG2-AL2	anc_mig	-440.74	895.48	68.67914878043824	650.0	850.89	80
AG2-AL2	anc_mig	-445.96	905.92	69.31311015379613	656.0	900.69	81
AG2-AL2	anc_mig	-415.88	845.76	66.88292488925754	633.0	718.41	82
AG2-AL2	anc_mig	-432.66	879.32	69.4187703826891	657.0	829.87	83
AG2-AL2	anc_mig	-423.26	860.52	66.77726466036457	632.0	710.48	84
AG2-AL2	anc_mig	-407.31	828.62	68.67914878043824	650.0	655.65	85
AG2-AL2	anc_mig	-423.87	861.74	64.13575893804001	607.0	828.95	86
AG2-AL2	anc_mig	-401.04	816.08	64.55839985361195	611.0	662.41	87
AG2-AL2	anc_mig	-424.61	863.22	67.7282067204014	641.0	803.66	88
AG2-AL2	anc_mig	-425.52	865.04	65.50934191364878	620.0	823.52	89
AG2-AL2	anc_mig	-441.79	897.58	70.36971244272594	666.0	828.69	90
AG2-AL2	anc_mig	-440.81	895.62	68.46782832265227	648.0	810.43	91
AG2-AL2	anc_mig	-430.25	874.5	67.7282067204014	641.0	765.54	92
AG2-AL2	anc_mig	-406.68	827.36	68.57348855154525	649.0	624.14	93
AG2-AL2	anc_mig	-439.63	893.26	67.30556580482947	637.0	836.46	94
AG2-AL2	anc_mig	-447.12	908.24	67.30556580482947	637.0	903.19	95
AG2-AL2	anc_mig	-409.9	833.8	68.46782832265227	648.0	674.77	96
AG2-AL2	anc_mig	-441.83	897.66	64.7697203113979	613.0	867.39	97
AG2-AL2	anc_mig	-434.14	882.28	64.13575893804001	607.0	829.16	98
AG2-AL2	anc_mig	-433.01	880.02	65.61500214254175	621.0	803.39	99
