Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL2	sec_cont	-696.08	1406.16	104.57195555957675	869.0	1511.55	0
AG1-AL2	sec_cont	-659.06	1332.12	107.33968280683828	892.0	1406.12	1
AG1-AL2	sec_cont	-664.88	1343.76	97.47213349051458	810.0	1505.19	2
AG1-AL2	sec_cont	-638.48	1290.96	99.51784493414266	827.0	1172.22	3
AG1-AL2	sec_cont	-640.52	1295.04	103.84993975594331	863.0	1286.72	4
AG1-AL2	sec_cont	-651.32	1316.64	103.84993975594331	863.0	1356.22	5
AG1-AL2	sec_cont	-618.29	1250.58	101.44322041049851	843.0	1093.1	6
AG1-AL2	sec_cont	-675.8	1365.6	107.82102667592724	896.0	1298.49	7
AG1-AL2	sec_cont	-673.72	1361.44	105.77531523229915	879.0	1472.3	8
AG1-AL2	sec_cont	-635.21	1284.42	102.64658008322091	853.0	1200.42	9
AG1-AL2	sec_cont	-625.92	1265.84	97.35179752324234	809.0	1264.86	10
AG1-AL2	sec_cont	-684.98	1383.96	105.41430733048243	876.0	1597.87	11
AG1-AL2	sec_cont	-676.25	1366.5	102.16523621413195	849.0	1479.11	12
AG1-AL2	sec_cont	-649.56	1313.12	100.48053267232058	835.0	1450.9	13
AG1-AL2	sec_cont	-654.0	1322.0	100.48053267232058	835.0	1438.14	14
AG1-AL2	sec_cont	-653.34	1320.68	104.21094765776003	866.0	1334.78	15
AG1-AL2	sec_cont	-599.9	1213.8	101.92456427958747	847.0	1018.0	16
AG1-AL2	sec_cont	-635.45	1284.9	100.36019670504834	834.0	1387.04	17
AG1-AL2	sec_cont	-659.35	1332.7	103.12792395230987	857.0	1485.26	18
AG1-AL2	sec_cont	-674.14	1362.28	103.24825991958211	858.0	1494.42	19
AG1-AL2	sec_cont	-655.15	1324.3	103.72960378867107	862.0	1381.76	20
AG1-AL2	sec_cont	-602.59	1219.18	105.77531523229915	879.0	994.79	21
AG1-AL2	sec_cont	-637.78	1289.56	101.80422831231523	846.0	1274.8	22
AG1-AL2	sec_cont	-661.42	1336.84	102.76691605049315	854.0	1326.65	23
AG1-AL2	sec_cont	-653.69	1321.38	107.33968280683828	892.0	1317.19	24
AG1-AL2	sec_cont	-647.01	1308.02	100.8415405741373	838.0	1495.05	25
AG1-AL2	sec_cont	-633.71	1281.42	101.92456427958747	847.0	1153.8	26
AG1-AL2	sec_cont	-693.82	1401.64	102.40590814867643	851.0	1564.91	27
AG1-AL2	sec_cont	-661.58	1337.16	101.56355637777075	844.0	1582.21	28
AG1-AL2	sec_cont	-657.01	1328.02	102.76691605049315	854.0	1313.09	29
AG1-AL2	sec_cont	-649.46	1312.92	101.68389234504299	845.0	1354.32	30
AG1-AL2	sec_cont	-668.61	1351.22	102.40590814867643	851.0	1579.6	31
AG1-AL2	sec_cont	-621.45	1256.9	100.60086863959282	836.0	1288.63	32
AG1-AL2	sec_cont	-640.43	1294.86	101.92456427958747	847.0	1358.38	33
AG1-AL2	sec_cont	-639.2	1292.4	102.16523621413195	849.0	1281.96	34
AG1-AL2	sec_cont	-648.88	1311.76	105.05329942866571	873.0	1436.38	35
AG1-AL2	sec_cont	-681.31	1376.62	106.01598716684363	881.0	1564.91	36
AG1-AL2	sec_cont	-660.7	1335.4	104.21094765776003	866.0	1443.68	37
AG1-AL2	sec_cont	-679.4	1372.8	102.88725201776539	855.0	1529.94	38
AG1-AL2	sec_cont	-671.57	1357.14	102.40590814867643	851.0	1417.62	39
AG1-AL2	sec_cont	-681.26	1376.52	102.28557218140419	850.0	1482.8	40
AG1-AL2	sec_cont	-620.45	1254.9	105.77531523229915	879.0	1124.87	41
AG1-AL2	sec_cont	-615.23	1244.46	95.90776591597546	797.0	1270.62	42
AG1-AL2	sec_cont	-654.87	1323.74	105.05329942866571	873.0	1337.98	43
AG1-AL2	sec_cont	-658.89	1331.78	103.24825991958211	858.0	1296.24	44
AG1-AL2	sec_cont	-643.62	1301.24	106.61766700320483	886.0	1464.45	45
AG1-AL2	sec_cont	-668.25	1350.5	104.09061169048779	865.0	1521.91	46
AG1-AL2	sec_cont	-617.39	1248.78	97.95347735960354	814.0	1294.41	47
AG1-AL2	sec_cont	-664.33	1342.66	101.20254847595403	841.0	1452.55	48
AG1-AL2	sec_cont	-675.15	1364.3	102.04490024685971	848.0	1380.24	49
AG1-AL2	sec_cont	-645.95	1305.9	100.60086863959282	836.0	1360.75	50
AG1-AL2	sec_cont	-671.3	1356.6	102.76691605049315	854.0	1395.76	51
AG1-AL2	sec_cont	-637.6	1289.2	105.05329942866571	873.0	1258.47	52
AG1-AL2	sec_cont	-615.53	1245.06	97.35179752324234	809.0	1258.35	53
AG1-AL2	sec_cont	-699.71	1413.42	106.61766700320483	886.0	1545.46	54
AG1-AL2	sec_cont	-652.66	1319.32	101.80422831231523	846.0	1189.38	55
AG1-AL2	sec_cont	-704.82	1423.64	101.80422831231523	846.0	1670.21	56
AG1-AL2	sec_cont	-645.16	1304.32	101.68389234504299	845.0	1261.52	57
AG1-AL2	sec_cont	-613.14	1240.28	100.72120460686506	837.0	1074.1	58
AG1-AL2	sec_cont	-610.46	1234.92	97.11112558869786	807.0	1154.03	59
AG1-AL2	sec_cont	-664.84	1343.68	106.01598716684363	881.0	1271.99	60
AG1-AL2	sec_cont	-655.49	1324.98	104.21094765776003	866.0	1215.22	61
AG1-AL2	sec_cont	-630.41	1274.82	101.80422831231523	846.0	1175.28	62
AG1-AL2	sec_cont	-637.62	1289.24	99.0365010650537	823.0	1305.68	63
AG1-AL2	sec_cont	-663.18	1340.36	103.72960378867107	862.0	1678.93	64
AG1-AL2	sec_cont	-636.56	1287.12	101.92456427958747	847.0	1164.14	65
AG1-AL2	sec_cont	-655.16	1324.32	103.97027572321555	864.0	1461.03	66
AG1-AL2	sec_cont	-641.39	1296.78	100.8415405741373	838.0	1425.19	67
AG1-AL2	sec_cont	-655.05	1324.1	103.12792395230987	857.0	1457.17	68
AG1-AL2	sec_cont	-655.3	1324.6	108.18203457774396	899.0	1257.52	69
AG1-AL2	sec_cont	-685.24	1384.48	106.49733103593259	885.0	1453.78	70
AG1-AL2	sec_cont	-623.12	1260.24	103.36859588685435	859.0	1249.05	71
AG1-AL2	sec_cont	-656.76	1327.52	105.05329942866571	873.0	1339.54	72
AG1-AL2	sec_cont	-688.38	1390.76	102.52624411594867	852.0	1502.86	73
AG1-AL2	sec_cont	-653.14	1320.28	104.81262749412123	871.0	1462.81	74
AG1-AL2	sec_cont	-664.49	1342.98	105.17363539593795	874.0	1377.61	75
AG1-AL2	sec_cont	-688.29	1390.58	100.2398607377761	833.0	1585.37	76
AG1-AL2	sec_cont	-629.67	1273.34	103.97027572321555	864.0	1010.93	77
AG1-AL2	sec_cont	-671.25	1356.5	105.29397136321019	875.0	1363.26	78
AG1-AL2	sec_cont	-653.76	1321.52	101.32288444322627	842.0	1464.93	79
AG1-AL2	sec_cont	-641.55	1297.1	99.99918880323162	831.0	1330.17	80
AG1-AL2	sec_cont	-641.03	1296.06	101.80422831231523	846.0	1262.26	81
AG1-AL2	sec_cont	-644.57	1303.14	106.01598716684363	881.0	1345.09	82
AG1-AL2	sec_cont	-632.57	1279.14	100.60086863959282	836.0	1488.31	83
AG1-AL2	sec_cont	-685.96	1385.92	103.60926782139883	861.0	1607.51	84
AG1-AL2	sec_cont	-659.27	1332.54	101.92456427958747	847.0	1380.74	85
AG1-AL2	sec_cont	-723.6	1461.2	108.3023705450162	900.0	1593.27	86
AG1-AL2	sec_cont	-674.74	1363.48	101.08221250868179	840.0	1449.43	87
AG1-AL2	sec_cont	-671.54	1357.08	101.32288444322627	842.0	1451.99	88
AG1-AL2	sec_cont	-648.87	1311.74	101.44322041049851	843.0	1433.88	89
AG1-AL2	sec_cont	-667.18	1348.36	104.57195555957675	869.0	1320.03	90
AG1-AL2	sec_cont	-664.17	1342.34	105.05329942866571	873.0	1493.19	91
AG1-AL2	sec_cont	-635.04	1284.08	102.88725201776539	855.0	1274.17	92
AG1-AL2	sec_cont	-628.49	1270.98	104.57195555957675	869.0	1089.84	93
AG1-AL2	sec_cont	-608.54	1231.08	103.00758798503763	856.0	1162.05	94
AG1-AL2	sec_cont	-626.3	1266.6	101.20254847595403	841.0	1377.11	95
AG1-AL2	sec_cont	-707.45	1428.9	105.65497926502691	878.0	1697.66	96
AG1-AL2	sec_cont	-666.54	1347.08	100.72120460686506	837.0	1500.14	97
AG1-AL2	sec_cont	-679.39	1372.78	104.21094765776003	866.0	1482.62	98
AG1-AL2	sec_cont	-616.58	1247.16	100.8415405741373	838.0	1099.58	99
